BatterSide,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,RelSpeed,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ
Right,1,3,2,Fastball,Fastball,FoulBall,90.97735629,2109.763383,206.4871581,1:00:00,5.952178955,0.470978215,6.662113117,-14.89651525,17.96749245,8.968630949,3.214232445,-1.518679394,82.70631284,-4.477091039,-1.274504601,0.412602429,75.36866158,42.11512181,141.4516619,4305.156874,-93.63833139,58.19220295,57.72159941,216.7153738,52.98111893,153.5529625,3.494489136,-5.863240448,10.46068185,-0.274261276,50,5.836518381,6.655805522,-132.3364193,-4.199635921,-10.33623949,29.7993543,-13.73303222,91.35277421,58.45810374,0.67869852,8.27104345,-0.338191265,3.075095582,1.556698803,-0.258641773,3.081476555,1.555019752
Right,1,3,2,Fastball,Fastball,BallCalled,90.57057519,1983.088234,195.7686888,12:30:00,5.853068241,0.755815362,6.750004402,-13.35103077,20.08757042,5.681232788,0.504315699,0.275294531,81.84733183,-7.172129536,0.050030405,0.416193764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.509653863,12.71472898,-0.689667037,50,5.544332595,2.241211778,-131.4750638,-11.00750794,-6.047956888,31.90458847,-10.26358795,90.56449121,NA,NA,8.723243368,0.262290946,0.358382135,-0.276588648,NA,NA,NA
Right,1,0,0,Fastball,Fastball,BallCalled,89.36478594,1977.978132,204.1428143,12:45:00,5.875539228,0.553984364,6.620036266,-17.97775606,16.15206347,7.25403993,3.18031812,-1.872583152,81.27339499,-4.73274978,-1.921958561,0.420473388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.999367077,9.34214209,-0.332847115,50,5.779505468,7.305002178,-129.9607094,-3.469669709,-8.499373309,28.74973034,-16.29156745,89.64271602,NA,NA,8.091390952,-1.881731978,2.899833714,1.980340504,NA,NA,NA
Right,1,1,0,Fastball,Fastball,StrikeSwinging,89.03274433,1934.070218,199.4076953,12:45:00,5.793148787,0.68870691,6.654926013,-16.53351271,18.09609114,6.386842604,3.255887753,0.044443833,80.05102618,-4.442748209,-0.055537385,0.423540827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.983944262,10.49800319,-0.605016654,50,5.701399534,2.732272534,-129.5768814,-3.319808274,-6.64716436,31.78268012,-14.65825313,88.99349045,NA,NA,8.981718153,-2.111968664,2.973878993,-0.044054565,NA,NA,NA
Right,1,1,1,Fastball,Fastball,StrikeCalled,90.23368361,2042.792153,203.8023896,12:45:00,5.799605825,0.730547137,6.616032078,-18.85223559,14.58660961,6.448056353,2.915118228,-1.263009592,82.149835,-5.024798161,-1.530362123,0.416195283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.387067274,8.507966191,-0.545891138,50,5.694488387,6.149957256,-131.2856872,-3.821484674,-7.614352809,29.23424873,-17.40731437,90.56416078,NA,NA,8.083848608,-3.504009922,2.465342193,1.388666422,NA,NA,NA
Right,1,1,2,Fastball,Fastball,FoulBall,89.3588188,1976.401458,198.6326002,12:30:00,5.8747793,0.607527265,6.752793478,-16.46962583,17.41964147,5.884136587,1.952899356,-0.869891149,81.57291153,-5.923939107,-1.027240745,0.418988987,85.11487569,30.83668011,58.62206087,4409.916524,48.76078242,51.60497229,98.60204373,267.9233045,140.2282553,71.34826345,3.927157593,-3.899758094,10.5081521,-0.468928845,50,5.685769512,4.727842976,-130.0008101,-6.782608952,-6.648010309,28.2343505,-14.26055191,89.96030367,57.06978789,1.682717715,7.785907267,0.629323166,1.870812723,0.883874051,0.568210824,1.864409705,0.884948097
Right,1,1,2,Curveball,Curveball,BallCalled,78.83480825,2625.185459,52.51199156,7:45:00,5.795655539,0.731968636,6.269218867,-50.39877497,-5.477883674,-7.086945002,0.601611759,-0.503275993,71.75251511,-10.60019685,-2.055616973,0.482387117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.65674666,-2.644033319,-0.676899044,50,5.691644189,1.586159527,-114.6643297,-3.484892012,4.766705534,25.33390254,-35.62064451,78.13719561,NA,NA,7.08229314,0.595873863,0.446627875,0.532915717,NA,NA,NA
Right,1,2,2,Fastball,Fastball,InPlay,89.30571906,1969.961436,190.3801426,12:15:00,5.812648412,0.627043411,6.698628768,-14.9165798,19.01788229,3.489466215,2.81568566,-0.170183196,81.42500497,-4.761973773,-0.52216798,0.419268276,91.52225169,18.60965821,-6.940332838,1230.590602,109.3308618,29.4552269,-12.1140473,285.387793,284.6686649,-5.799875903,3.048795776,-2.284461912,11.12696427,-0.549494291,50,5.679369856,2.604808799,-130.0550028,-4.766497204,-3.896658283,28.32078471,-13.19453427,89.90037799,32.75453618,3.039170451,7.880714088,1.832932011,2.850268606,0.166367195,1.712059591,2.840246214,0.167479841
Right,1,0,0,Fastball,Fastball,StrikeCalled,90.28250231,2101.489431,192.6134754,12:30:00,5.871788238,0.329904251,6.701941938,-13.55371129,19.67577494,4.409907155,1.870187825,-1.085754232,82.49401449,-5.713212468,-1.107054935,0.414890348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.004749164,11.82601657,-0.202386614,50,5.658082167,4.347292041,-131.3213721,-7.578852382,-5.235703454,28.37298514,-11.56749791,90.84900791,NA,NA,7.788487823,-2.832629262,1.435929857,1.164922832,NA,NA,NA
Right,1,0,1,Curveball,Curveball,StrikeCalled,77.8408384,2585.666717,2.555178941,6:00:00,5.786849905,0.573651519,6.383899082,-51.27818988,-5.816455383,-0.257656906,2.326792541,-0.998924094,71.16231393,-8.829548238,-1.735040817,0.485282376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.377781009,-3.473438922,-0.452382611,50,5.826576062,3.340826068,-113.2817164,0.434026854,-0.485807399,22.70087598,-36.64071651,77.6710188,NA,NA,6.678524474,-2.805399715,1.636654563,1.126987367,NA,NA,NA
Right,1,0,2,Curveball,Curveball,BallCalled,78.59260822,2704.964293,28.80467678,7:00:00,5.918745487,0.546216589,6.265243192,-51.23259503,-6.495979994,-3.548757252,0.718209297,-1.710139043,72.41531705,-10.62102216,-2.799767995,0.481396666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.303120986,-3.253562813,-0.38728301,50,5.819000166,4.338370623,-114.3358415,-3.37539895,1.711187639,22.65703395,-36.44645037,78.29795914,NA,NA,6.177291166,0.694357549,0.581618505,1.745530672,NA,NA,NA
Right,1,1,2,Curveball,Curveball,InPlay,78.25374824,2706.08767,20.84760606,6:45:00,5.842316988,0.526600835,6.191720138,-55.70710888,-10.32318218,-3.914977392,3.048990201,-0.832572709,71.38799665,-8.53038507,-1.8633224,0.484866917,88.86262881,31.60659446,-5.382583187,3308.902177,109.6687328,61.66769487,-8.527063124,344.1399161,338.4126609,-7.016621196,4.903444214,1.792591263,-6.265402449,-0.440490478,50,5.964840294,2.327268628,-113.8098821,2.489156452,2.324708125,23.08036431,-40.2992873,77.73757125,80.36044209,4.800748237,6.865751584,1.177771463,3.013021925,0.840352785,1.191080908,3.015031947,0.839918906
Right,2,0,0,Fastball,Fastball,StrikeSwinging,88.2018254,2020.529442,191.5776691,12:30:00,5.927911814,0.45427841,6.653909966,-13.24720767,21.75338896,4.463236346,2.303902058,-0.58789443,80.18263426,-5.275809116,-0.690507699,0.425803515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.940630316,12.90401148,-0.35237367,50,5.737611355,3.338427923,-128.3196584,-6.53160959,-4.867483932,28.35144329,-10.81465898,88.52058567,NA,NA,8.019191147,-2.667188093,1.918526509,0.634337912,NA,NA,NA
Right,2,0,1,Fastball,Fastball,BallCalled,88.64432814,1973.140666,192.7562351,12:30:00,5.839785543,0.465384274,6.800847643,-15.06336281,19.50969158,4.424183512,1.299724016,-1.302490325,80.61006399,-6.46432478,-1.49100982,0.423194869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.178438834,11.9835993,-0.315902608,50,5.601634116,5.146548054,-128.8221169,-8.494826757,-5.296381326,28.85529225,-12.20521641,89.06624187,NA,NA,8.034264158,-1.11765615,1.00885266,1.367391926,NA,NA,NA
Right,2,1,1,Curveball,Curveball,BallCalled,77.65542445,2592.946512,51.79101861,7:45:00,5.913894785,0.650809584,6.176983282,-50.69645836,-4.413156033,-5.551030424,0.692120121,-1.480411268,71.03930308,-10.60986231,-2.863120729,0.489647665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.451476915,-2.064416542,-0.511658598,50,5.806801169,3.708558347,-112.9194373,-3.47193026,3.115763945,23.55973768,-34.79786875,76.97856895,NA,NA,6.616121366,-0.529427352,0.319986316,1.578521019,NA,NA,NA
Right,2,2,1,Fastball,Fastball,StrikeSwinging,90.03224678,2089.084563,205.0549407,12:45:00,5.923957333,0.51410984,6.655194325,-15.69550179,17.9842115,8.42198302,2.976885895,-1.166300682,81.56331164,-4.789959541,-0.987892966,0.417691571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.481582457,10.5460298,-0.34285247,50,5.797335022,5.715199894,-130.9603282,-4.533054935,-9.422271916,30.30040244,-14.04651674,90.23973464,NA,NA,8.468935137,-2.105022405,2.674444297,1.22311337,NA,NA,NA
Right,2,2,2,Fastball,Fastball,StrikeSwinging,89.8231266,2052.214347,189.7843214,12:15:00,5.88338305,0.46629468,6.636850664,-12.96508065,20.81558027,3.5950865,2.348661138,-0.69850473,81.61548384,-5.149501891,-0.911247183,0.418317072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.475512659,12.35833001,-0.359915643,50,5.697241746,3.547797585,-130.6761669,-6.478998571,-4.247828907,29.50135614,-10.96790716,90.10480088,NA,NA,8.20764276,-2.753064841,1.964433771,0.762494903,NA,NA,NA
Left,0,0,0,Fastball,Fastball,StrikeCalled,88.24427138,1704.273924,188.8070101,12:15:00,6.001386218,0.502237737,6.380092255,-16.17745581,19.14144455,2.970795281,1.341718832,0.626394267,80.49338907,-6.649959945,0.431443886,0.427735312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.672105555,11.57585495,-0.493976681,50,5.734968776,0.213760833,-128.2786309,-8.53190421,-2.77147362,27.84541488,-12.98735517,88.12079684,NA,NA,7.750882313,-1.795441447,0.961085204,-0.651708118,NA,NA,NA
Left,0,1,1,Curveball,Curveball,BallCalled,78.78205778,2562.504225,71.5086022,8:30:00,5.932007764,0.820995629,6.111767539,-48.55022696,-3.039430441,-8.960483793,0.984381119,-0.498697703,71.17712336,-10.15909699,-2.334896537,0.485544162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.681422088,-1.314347437,-0.768918357,50,5.832323477,1.480360549,-114.5136242,-3.258946169,6.048327739,26.47013047,-33.87216591,77.62914165,NA,NA,7.604934421,0.088920285,0.74302246,0.553433506,NA,NA,NA
Left,0,2,1,Fastball,Fastball,BallCalled,89.44266986,1806.118716,198.9791783,12:45:00,5.836699377,0.633412582,6.447865201,-16.80757675,17.4996796,6.02960398,3.335805931,0.73620716,81.0846825,-4.39979153,0.716873308,0.421564966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.458925876,10.01890153,-0.605362051,50,5.744418918,0.813491392,-130.2244682,-3.210875554,-5.881379371,29.85469278,-15.13842452,89.41059986,NA,NA,8.35798736,-1.736560897,3.0869631,-0.777888756,NA,NA,NA
Left,0,3,1,Fastball,Fastball,InPlay,89.14591656,1833.520719,188.2569806,12:15:00,5.950511582,0.555709262,6.472836975,-15.78951771,18.73779483,2.723892897,2.985765428,-0.07022219,80.83135636,-4.8023688,-0.408235928,0.422914822,102.3449154,6.979961927,17.46605169,856.4716711,103.6431801,6.457512937,36.8516623,163.0773144,161.7215793,20.62444656,1.278369751,-1.788317804,10.89430523,-0.491634862,50,5.817252332,2.02499696,-129.749483,-4.521759908,-3.018664708,29.63375261,-13.78455725,89.12521991,7.596004683,1.266848141,8.314560192,1.934117649,3.029083698,0.066508354,1.820691292,3.01961491,0.067327035
Right,0,0,0,Curveball,Curveball,BallCalled,75.52445394,2519.194847,39.93181422,7:15:00,5.863010049,0.825856426,6.287039565,-52.19852541,-3.954973553,-3.272634804,4.019099937,0.057401047,69.13216778,-7.154697913,-1.159338579,0.49990923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.636816847,-2.949379851,-0.784705113,50,6.037563641,1.115042556,-109.8711283,3.884830236,1.993670665,20.11569508,-35.76644321,75.39844083,NA,NA,6.392286164,-4.328869146,3.234541408,0.062833692,NA,NA,NA
Right,0,1,0,Fastball,Fastball,BallCalled,88.81927828,1908.294186,191.5454205,12:30:00,5.826517248,0.604607428,6.646705238,-14.87846256,19.65801245,4.02233246,1.127078532,-0.726874518,81.02074297,-6.595835886,-1.051575454,0.422970933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.764545552,12.0138253,-0.483790766,50,5.566155777,3.991367592,-129.0834802,-8.928852871,-4.641151721,28.12565419,-12.00509676,89.11339673,NA,NA,7.798535303,-2.681360689,0.643868152,0.799588615,NA,NA,NA
Right,0,2,0,Fastball,Fastball,FoulBall,87.83608303,1707.841649,198.8504453,12:45:00,5.888468966,0.669447587,6.670609572,-17.21681864,18.09566168,6.189384929,2.872307059,0.129799054,79.6360379,-5.019698993,0.033951672,0.427696435,73.07438531,18.74533543,171.179034,2055.904889,NA,NA,NA,NA,NA,NA,NA,-3.798052228,10.59673641,-0.594846958,50,5.765940061,2.406743163,-127.8769913,-4.326546927,-6.222648267,28.96923757,-14.81258023,88.12880694,NA,NA,8.200045125,-2.500252997,2.518345183,-0.13568584,1.2547972,2.85807243,-0.129901013
Right,0,2,1,Fastball,Fastball,FoulBall,88.60594767,1915.869849,192.078771,12:30:00,5.960928242,0.619792148,6.526046452,-16.63857963,18.47531522,3.960669944,2.997722863,0.382752911,79.77418244,-4.902564487,0.142502361,0.426492129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.398459426,10.80415448,-0.578624118,50,5.834525965,1.279723934,-128.9306449,-4.335932323,-3.965950243,31.22140616,-14.30893955,88.37766038,NA,NA,8.831765228,0.674834038,2.933747189,-0.384679967,NA,NA,NA
Right,0,2,2,Curveball,Curveball,StrikeSwinging,77.92946557,2624.168888,100.8953954,9:15:00,6.011412075,0.699781464,6.276524302,-45.48522311,0.210363515,-1.316081157,0.4470778,-1.062388207,71.39331286,-10.47565256,-2.043138011,0.486528905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.156846325,0.721971849,-0.566976362,50,5.847458976,3.580421457,-113.3156653,-4.995675128,0.201327592,23.1781363,-31.24732711,77.47201893,NA,NA,6.536152708,-0.105608983,0.161529053,1.116807684,NA,NA,NA
Right,1,0,0,Fastball,Fastball,StrikeSwinging,89.02985587,1873.170386,196.1522445,12:30:00,6.014961706,0.620079358,6.619653926,-11.7546124,23.20978802,6.731615037,2.862693113,-0.071837696,79.43338211,-4.634042853,-0.06752999,0.425583283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.236459153,13.77383256,-0.530175362,50,5.849437948,2.905777552,-129.4241712,-5.682983935,-6.997200104,33.61689992,-9.424327815,88.56639343,NA,NA,9.596473758,-2.59377967,2.530302622,0.072373043,NA,NA,NA
Right,1,0,1,Fastball,Fastball,BallCalled,89.37446896,2081.311063,191.7300491,12:30:00,5.840537561,0.361805069,6.591555037,-15.07349707,19.26626014,4.007093436,1.927413182,-2.091028253,81.0530498,-5.763826234,-2.272938951,0.421764603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.156452222,11.57354739,-0.155997268,50,5.636347004,6.780439202,-129.8388373,-6.995783996,-5.333797865,29.75019135,-12.61697687,89.36827853,NA,NA,8.321419163,-1.590114643,1.618585713,2.20901795,NA,NA,NA
Right,1,1,1,Curveball,Curveball,StrikeCalled,77.45923349,2597.358675,13.28528812,6:30:00,5.818048701,0.860270321,6.416643696,-49.13254976,-3.41501483,-0.796199974,1.876514666,-0.616392044,71.07632025,-9.122896393,-1.68564301,0.486645734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.021549441,-1.930249066,-0.750561105,50,5.807391069,3.040076158,-112.7735651,-0.920330434,-0.027542364,21.95355762,-34.64110202,77.45342012,NA,NA,6.382913233,-2.695845776,1.185069075,0.737915573,NA,NA,NA
Right,1,1,2,Fastball,Fastball,BallCalled,89.31832729,2033.668617,188.4231776,12:15:00,5.92056165,0.37817544,6.64285734,-12.81305723,21.56141159,3.197611053,1.23665793,-0.719219552,80.89746333,-6.383015277,-0.87631854,0.421977715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.243488863,13.21937751,-0.279172862,50,5.649320938,3.285877293,-129.7510831,-9.302561967,-3.778472407,30.20440346,-9.910040931,89.32314472,NA,NA,8.420863955,-2.580266904,0.781773806,0.778433493,NA,NA,NA
Right,1,2,2,Fastball,Fastball,InPlay,90.28735541,2013.398391,201.6173571,12:45:00,5.797679704,0.463175385,6.620477832,-17.00386314,16.43290299,6.524463986,2.809023709,-0.492133054,81.99532372,-4.960431222,-0.387553944,0.416182344,95.67623322,9.451271372,27.11529796,3658.008906,94.11656275,12.25813269,56.93880337,202.8526745,202.1983626,34.70001813,1.896638794,-4.114807703,9.6362234,-0.355043254,50,5.674377099,3.570468501,-131.4243875,-4.418538794,-7.136356509,30.03845974,-15.46183974,90.56697633,12.29125996,1.890645372,8.292031689,-0.186439012,2.668259438,0.502354008,0.453875162,2.72487378,0.498421237
Left,1,0,0,Fastball,Fastball,FoulBall,88.4005836,1942.737543,195.3559545,12:30:00,5.86711709,0.583834443,6.449646239,-13.76733123,21.75479726,5.983452653,2.573092938,0.346975554,79.29851434,-4.969437717,0.348976751,0.42896416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.581008868,12.82499651,-0.529906535,50,5.695773668,1.625954951,-128.5336345,-5.633866422,-5.864751822,31.86444453,-11.17007329,87.86835824,NA,NA,9.102069268,0.097284764,2.457462296,-0.355405792,NA,NA,NA
Left,1,0,1,Curveball,Curveball,BallCalled,77.88143253,2608.757194,13.20694577,6:30:00,5.848268769,0.722506401,6.491590588,-50.40446198,-4.793073234,-1.114754157,-1.034265866,-0.554051124,71.46890452,-12.39622199,-1.503175535,0.486080463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.191665319,-1.689019203,-0.631801368,50,5.621716448,2.575473723,-113.1993892,-7.027438142,0.244284032,24.08440471,-34.32676155,77.54349201,NA,NA,6.41252801,5.872366486,-0.091759628,0.437949501,NA,NA,NA
Left,1,1,1,ChangeUp,ChangeUp,InPlay,80.5930535,1591.616539,205.775947,12:45:00,5.571007748,1.122426431,6.639109085,-26.39477195,15.52725041,7.517160115,1.886148479,0.351322326,73.42475606,-6.649228101,-0.086726453,0.466007205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.634620862,9.110688663,-1.022644094,50,5.45076707,2.937378312,-117.3292442,-3.987305632,-6.406746473,23.92388974,-19.57973411,80.88367766,NA,NA,7.168297444,2.871063913,2.053633185,-0.35411089,NA,NA,NA
Right,2,0,0,Curveball,Curveball,StrikeCalled,76.88638795,2542.835603,55.21274999,7:45:00,5.85955186,0.812426264,6.401823204,-48.87240181,-2.761936959,-3.91338597,2.954840457,0.341970383,70.81331316,-7.961984776,-0.90038465,0.488732555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.106209579,-1.870646382,-0.799381801,50,5.927732506,0.406452879,-112.0003367,1.239440426,2.675144646,20.2420157,-34.54999903,77.12270475,NA,NA,6.07307479,-2.776656219,2.33694782,-0.273560018,NA,NA,NA
Right,2,0,1,Fastball,Fastball,StrikeCalled,89.04680507,2028.823197,201.8428734,12:45:00,5.798236124,0.540071863,6.576827335,-17.39922851,16.85376144,6.768566169,2.66140826,-0.494785261,81.34806079,-5.146190921,-0.453408035,0.421231424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.239862487,9.845691916,-0.423497666,50,5.664759541,3.755958186,-129.6400564,-4.657977483,-7.199837617,27.65314246,-15.4547839,89.48139764,NA,NA,7.698744279,-2.833681861,2.26703193,0.523917411,NA,NA,NA
Right,2,0,2,Fastball,Fastball,FoulBall,88.90599755,1880.695875,209.9393981,1:00:00,5.802503769,0.391955985,6.772465623,-18.28039158,15.60003707,9.003045461,1.764034472,-1.172695855,82.04601966,-6.213242663,-0.819795062,0.418934345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.653769352,9.376892209,-0.230529523,50,5.616121128,5.480617511,-129.3977606,-6.720126067,-9.659050267,25.07049582,-16.15431596,89.97203722,NA,NA,6.859977891,-0.069305125,1.600781218,1.193239242,NA,NA,NA
Right,2,0,2,Fastball,Fastball,StrikeCalled,89.70626899,1938.492422,195.3879803,12:30:00,5.863461637,0.362232014,6.782975464,-16.88331061,16.78766973,4.62901887,1.609165894,-1.3184096,81.78509041,-6.33055543,-1.375449698,0.417637415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.249477239,10.28365318,-0.217156186,50,5.654590076,5.028474673,-130.4504769,-7.560265496,-5.566685059,28.94097897,-14.55710456,90.25143623,NA,NA,7.921178578,-2.629300545,1.149849995,1.412725799,NA,NA,NA
Right,0,0,0,Undefined,Fastball,FoulBall,88.09041699,1929.554398,191.4602024,12:30:00,5.946930648,0.523371839,6.539563729,-16.21757342,18.97004854,3.852487088,1.159032065,0.075034279,80.49837248,-6.8091636,-0.103934471,0.426939638,80.20395054,-8.213944771,-56.53034445,NA,NA,NA,NA,9.829604079,9.829604079,-45.87644991,0.074257813,-2.370889966,11.56374176,-0.467054125,50,5.680868991,1.766658614,-128.0669303,-8.83281962,-3.923091378,27.35459474,-13.03962382,88.28502487,1.259408001,0.07495629,7.592044513,2.521097494,1.290184813,-0.077209234,2.260834154,1.259408001,-0.076665855
Right,0,0,1,Curveball,Curveball,FoulBall,78.08481653,2560.880758,356.1718327,5:45:00,5.941065303,0.662127422,5.970406428,-47.73775852,-1.921097129,0.12566526,2.812353723,-0.191461915,71.31711107,-8.065376251,-0.908246163,0.48717303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.35015593,-1.318455298,-0.588507958,50,5.987067551,1.844623163,-113.6024241,0.48542924,-0.453698058,22.46391087,-33.88237492,77.36958773,NA,NA,6.767705454,2.202073713,2.922599067,0.179007887,NA,NA,NA
Right,0,0,2,Fastball,Fastball,InPlay,90.21111922,2032.983118,191.5098869,12:30:00,6.020152772,0.436175283,6.537110477,-13.10111995,20.45326455,4.171363643,2.49961181,-0.396659397,82.10801361,-5.136280348,-0.490517961,0.416913691,98.31894355,27.39927406,4.359867819,2986.468372,109.4132858,53.25832803,11.34539652,377.1152533,371.6663384,7.178163166,4.798104858,-2.684847012,12.08614684,-0.348960177,50,5.831293715,2.828275679,-131.2548453,-6.444848792,-4.657048592,29.25817201,-11.20981005,90.40810452,72.61269534,4.702150892,8.103105604,0.134267502,2.383544781,0.407385934,1.100931114,2.471182605,0.399347245
Right,1,0,0,Curveball,Curveball,BallCalled,76.99779197,2399.86231,358.8448062,6:00:00,5.92308591,0.514650205,6.268890318,-50.06392177,-3.076136747,0.061138421,0.870912373,-0.41147632,70.16869981,-10.41201435,-0.998442193,0.493360079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.368691884,-1.372414876,-0.440077251,50,5.828306491,1.973293313,-112.0051214,-3.156463757,-0.459745597,23.70028277,-33.88540084,76.399324,NA,NA,6.829092163,-0.659998515,0.481175236,0.447658288,NA,NA,NA
Right,1,1,0,Fastball,Fastball,InPlay,89.57560466,2088.474888,197.7390302,12:30:00,5.762046304,0.605264714,6.489181898,-17.85526647,16.42277976,5.263816791,2.808095782,-0.228877707,80.99453741,-5.003508739,-0.378540238,0.421385462,91.40924202,45.25585187,-10.77454015,3891.512141,107.835905,100.3555324,-21.71118603,298.789292,162.0944604,-13.98957965,5.928980103,-3.34785115,9.582934037,-0.51052408,50,5.642371734,3.002925694,-130.3458007,-4.147100493,-5.684525224,30.73529587,-15.90258731,89.44868747,124.4364917,2.571517742,8.581067247,2.100750549,2.867678674,0.224266601,1.999108636,2.858864978,0.224963279
Right,2,0,0,Fastball,Fastball,StrikeSwinging,88.99285456,1969.556096,195.7541737,12:30:00,5.980948597,0.577836094,6.577256472,-16.87011824,17.64221234,4.986160067,2.66123311,-0.329607646,80.77909883,-5.302897256,-0.489015564,0.422823057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.202929537,10.4119218,-0.481115564,50,5.830797546,3.122789513,-129.5074788,-5.195354722,-5.389063872,29.39826094,-14.65555152,89.14456264,NA,NA,8.213755732,-3.269218372,2.212429006,0.365507952,NA,NA,NA
Right,2,0,1,Curveball,Curveball,StrikeCalled,77.49216768,2527.146318,351.4759912,5:45:00,6.003757494,0.533571693,6.411032379,-50.64229725,-4.764853027,0.707688353,2.495775092,0.549196594,70.69052844,-8.837469551,0.088157875,0.487496078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.404929881,-2.870438056,-0.530530101,50,6.035888891,0.074924138,-112.8153701,0.24289377,-0.515206614,22.96695981,-35.82620845,77.31831742,NA,NA,6.801639233,-2.196542442,1.909302206,-0.555101183,NA,NA,NA
Right,2,0,2,Fastball,Fastball,BallCalled,89.92128378,2102.133046,202.4931347,12:45:00,5.866602417,0.496550994,6.698633169,-17.2504411,16.67067828,6.916087138,2.35194168,-1.310330671,81.05588284,-5.574932896,-1.274527104,0.419185842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.707465204,10.03604071,-0.326363662,50,5.709003837,5.757054237,-130.721862,-5.65742682,-8.009276398,31.85859279,-15.09873934,89.91805718,NA,NA,8.865400942,-1.747828503,2.036418284,1.37810417,NA,NA,NA
Right,2,1,2,Curveball,Curveball,FoulBall,77.73853993,2560.107008,142.5752633,10:45:00,5.974747017,0.613057956,6.373556761,-44.96562968,1.374360219,-1.085059821,2.241843827,-0.172075021,69.7625349,-8.582185467,-0.964124953,0.489947432,71.55019035,68.30065978,57.11911266,NA,NA,NA,NA,106.2939779,49.65553936,69.94298071,5.003840942,0.324532279,0.753868717,-0.558174167,50,5.955239308,1.517419594,-113.0534756,-1.104209387,0.40773482,26.223707,-31.2269054,76.93147072,106.8198139,1.781623258,7.976005035,1.145974968,2.200859798,0.176633464,1.11342991,2.195915327,0.177181932
Right,2,1,2,Curveball,Curveball,BallCalled,78.10546383,2616.529892,1.306731052,6:00:00,6.029444759,0.498301318,6.408031035,-47.65236983,-1.858520354,-0.041412028,0.474472843,-0.578122536,70.68422238,-10.76757572,-1.17489937,0.487051735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.393689313,-0.412756682,-0.414931089,50,5.884836891,2.313939324,-113.5466118,-4.615937818,-0.500194664,25.98436025,-32.69846891,77.38885592,NA,NA,7.421241447,-0.220785152,0.158119782,0.611708852,NA,NA,NA
