PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top.Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,HitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID
7,2019-05-10,18:34:57,1,7,"Fellows, Drake",8889833,Right,VAN_COM,"Broyles, Thomas",8899340,Left,MIZ_TIG,Windup,1,Top,0,3,2,Fastball,Fastball,BallCalled,Walk,Undefined,Undefined,0,0,NA,92.3449230379,-0.778289804323,-2.35648768239,2212.04773636,245.522750875,02:15:00,5.1963096283,2.35032351798,7.00760347454,-23.843424969,7.7672547759,17.1269209235,2.50133323413,1.63456359714,83.6076101578,-5.37187280975,0.953075949131,0.404658284244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.3931813138,4.62165552023,-2.21244847081,50,5.14069283395,5.08211960197,-134.464873458,-2.45652253512,-18.7789202686,32.726774549,-23.8234100077,VAN_COM,MIZ_TIG,Vanderbilt,NCAA,SEC,20190510-Vanderbilt-1,38ddc954-737c-11e9-9ec1-74e5f9ab4644,93.1461877558,NA,NA,8.73731288015,-1.91882643297,2.17752793382,-1.69731944674,NA,NA,NA,90015a17-00b7-4ca2-bdda-48a55463bacd
8,2019-05-10,18:35:54,2,1,"Fellows, Drake",8889833,Right,VAN_COM,"Cornelius, Chris",8900297,Right,MIZ_TIG,Stretch,1,Top,0,0,0,Fastball,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,NA,92.6017061749,-3.00346349499,-4.06263981845,2264.8279206,221.054741388,01:15:00,5.40219354198,1.92608452954,7.18117694235,-16.936969562,14.2932068525,12.4744648149,1.26069661706,-0.720753738559,84.2600015546,-6.26084933625,-1.65708854174,0.402215439159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.27448211403,8.98955754664,-1.69425260394,50,5.22234170879,9.23849152875,-134.524191005,-7.50530695435,-15.0580222999,31.0668747929,-15.8147216357,VAN_COM,MIZ_TIG,Vanderbilt,NCAA,SEC,20190510-Vanderbilt-1,5a86941a-737c-11e9-9ec1-74e5f9ab4644,93.7119087222,NA,NA,8.34170462033,-0.808450104743,1.01330726807,0.782790302968,NA,NA,NA,90015a17-00b7-4ca2-bdda-48a55463bacd
9,2019-05-10,18:36:32,2,2,"Fellows, Drake",8889833,Right,VAN_COM,"Cornelius, Chris",8900297,Right,MIZ_TIG,Stretch,1,Top,0,1,0,Fastball,Fastball,FoulBall,Undefined,Undefined,Undefined,0,0,NA,92.6712433072,-2.26160774195,-3.56833582238,2230.26155898,219.268657163,01:15:00,5.4047055114599996,1.97837484584,7.13585913966,-17.6580170236,13.4535554397,11.0232387296,1.8776567586,-0.342458616605,84.4718732404,-5.654897051,-1.44518995986,0.401450958709,92.8126784921,30.5140451658,50.6880004215,4754.38753107,60.9343374956,56.4290836667,91.5803676633,305.185461657,157.209894601,66.9930201434,4.29541320801,-7.27081202584,8.2623442445,-1.7721185138,50,5.26593166824,8.12152291528,-134.786169409,-5.78794538808,-13.3101233139,30.6356606464,-17.0488025227,VAN_COM,MIZ_TIG,Vanderbilt,NCAA,SEC,20190510-Vanderbilt-1,6efdc775-737c-11e9-9ec1-74e5f9ab4644,93.8903637005,68.9513189543,1.75801246522,8.19937006687,0.501216839465,1.78642662275,0.365207727976,0.418136795998,1.77809214047,0.367237917213,90015a17-00b7-4ca2-bdda-48a55463bacd
10,2019-05-10,18:36:58,2,3,"Fellows, Drake",8889833,Right,VAN_COM,"Cornelius, Chris",8900297,Right,MIZ_TIG,Stretch,1,Top,0,1,1,Fastball,Fastball,InPlay,Undefined,GroundBall,Single,0,0,NA,91.9766758651,-2.10263574257,-3.7588600952,2268.26848042,231.363437421,01:45:00,5.39691333673,2.02645355995,7.10108633169,-19.8550850308,11.8030422055,14.8033180312,1.82971166211,-0.15510584077,83.7807238913,-5.91738281241,-0.907808666896,0.404961865521,101.20959497,-0.888790096144,24.2451057676,2941.59211215,NA,NA,NA,36.9440240551,36.7422934333,25.3969017043,0.258980102539,-9.46249004295,7.28153942027,-1.80797950146,50,5.26537696886,8.40585356479,-133.748020922,-5.4323879341,-17.0416668173,30.3978970217,-19.0602097937,VAN_COM,MIZ_TIG,Vanderbilt,NCAA,SEC,20190510-Vanderbilt-1,80c67f02-737c-11e9-9ec1-74e5f9ab4644,93.0763603448,1.66383770965,0.257753768744,8.19595197381,-0.0881127163402,1.67203787663,0.177690699776,-0.165497652261,1.66383770965,0.178783842788,90015a17-00b7-4ca2-bdda-48a55463bacd
11,2019-05-10,18:37:55,3,1,"Fellows, Drake",8889833,Right,VAN_COM,"Misner, Kameron",8900299,Left,MIZ_TIG,Stretch,1,Top,0,0,0,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,NA,83.3291756776,-1.69352580161,-3.38586450875,2114.1076139,182.261072141,12:00:00,5.61250557836,2.22933345465,6.64121047157,-35.7612187983,3.82625230372,0.152544039268,1.07917795165,-0.860606963048,75.7289939722,-8.49611086783,-3.35663266334,0.452845856177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.18348798888,2.67816560742,-2.00109721889,50,5.48356277495,7.16002869635,-121.087856935,-4.50929756996,-1.72933357549,27.1342895177,-28.2606656162,VAN_COM,MIZ_TIG,Vanderbilt,NCAA,SEC,20190510-Vanderbilt-1,a30a396b-737c-11e9-9ec1-74e5f9ab4644,83.2344516506,NA,NA,7.60018170543,-1.43560118285,0.641365824946,1.02784954753,NA,NA,NA,90015a17-00b7-4ca2-bdda-48a55463bacd
12,2019-05-10,18:38:25,3,2,"Fellows, Drake",8889833,Right,VAN_COM,"Misner, Kameron",8900299,Left,MIZ_TIG,Stretch,1,Top,0,1,0,Fastball,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,NA,92.141824891,-2.08031290229,-2.83872918964,2270.11458103,229.72622343,01:45:00,5.30160740459,2.18251979453,7.08408073174,-19.4480668118,11.8797602745,14.0559012531,1.78977961459,0.77542313002,84.4839392343,-5.80355344549,-0.138210906289,0.402843772997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.69909011179,7.26472979902,-2.01779323558,50,5.170934727,6.28558893986,-134.154573552,-5.38624402199,-15.8649185416,28.8256578613,-18.9250368774,VAN_COM,MIZ_TIG,Vanderbilt,NCAA,SEC,20190510-Vanderbilt-1,b4cbca64-737c-11e9-9ec1-74e5f9ab4644,93.5657419767,NA,NA,7.65788565667,-2.28876436069,1.40321934536,-0.773670972354,NA,NA,NA,90015a17-00b7-4ca2-bdda-48a55463bacd
13,2019-05-10,18:39:01,3,3,"Fellows, Drake",8889833,Right,VAN_COM,"Misner, Kameron",8900299,Left,MIZ_TIG,Stretch,1,Top,0,1,1,Slider,Slider,InPlay,Undefined,GroundBall,Out,1,0,NA,83.7620501755,-1.95631165852,-2.4464275665,2196.32396675,199.085610179,12:45:00,5.52024727993,2.27043425606,6.73459604601,-35.7812209512,2.77435958983,0.972470677946,0.74875342625,0.114916618706,77.0469862133,-8.73430476262,-2.26055455494,0.446904926062,49.9296889166,-23.6385474327,8.0898438804,NA,NA,NA,NA,4.18867542142,4.18867542142,1.73382998317,0.0295031738281,-1.24647411728,2.10832630501,-2.10994533346,50,5.37735886334,5.18331588279,-121.905284023,-5.08716503802,-1.86910303216,24.7539189522,-29.0125877328,VAN_COM,MIZ_TIG,Vanderbilt,NCAA,SEC,20190510-Vanderbilt-1,c8786322-737c-11e9-9ec1-74e5f9ab4644,84.3409287367,0.872875706238,0.029782863941,6.71506396218,2.24512565186,0.87522956121,-0.14764424372,2.22959858037,0.872875706238,-0.147030408398,90015a17-00b7-4ca2-bdda-48a55463bacd
14,2019-05-10,18:41:37,4,1,"Fellows, Drake",8889833,Right,VAN_COM,"Zimmermann, Peter",8901215,Right,MIZ_TIG,Stretch,1,Top,1,0,0,Fastball,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,NA,92.2787623186,-2.48324168082,-4.41101150146,2232.70182578,233.416019939,01:45:00,5.39776757665,2.05947886908,7.10916553027,-20.0029161522,11.3336937174,15.3094449645,1.47015132536,-0.673975926039,84.5305562958,-6.31304980315,-1.47382386499,0.402900237839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.85207276894,7.07789439672,-1.80291210301,50,5.24374622283,9.94690777144,-134.086653831,-6.35028488014,-17.945059441,28.8632394012,-19.2820167328,VAN_COM,MIZ_TIG,Vanderbilt,NCAA,SEC,20190510-Vanderbilt-1,21f2fcd4-737d-11e9-9ec1-74e5f9ab4644,93.5526291156,NA,NA,7.74820602279,-2.49624442765,1.02569239177,0.76590664073900006,NA,NA,NA,90015a17-00b7-4ca2-bdda-48a55463bacd
15,2019-05-10,18:42:00,4,2,"Fellows, Drake",8889833,Right,VAN_COM,"Zimmermann, Peter",8901215,Right,MIZ_TIG,Stretch,1,Top,1,0,1,Fastball,Fastball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,NA,91.7556346524,-0.787503179069,-4.18119592193,2257.55933081,220.869812542,01:15:00,5.42307412314,2.13192270819,7.15941688412,-17.8501853214,13.830745537,11.9935936011,3.21993968185,-0.664532268727,83.5502753534,-4.22463050063,-1.87331948156,0.405107688029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.99136536987,8.04670130945,-1.89150270254,50,5.37138675109,9.45268744167,-133.460875079,-2.29185881805,-14.3569648749,29.7746520255,-17.7176693631,VAN_COM,MIZ_TIG,Vanderbilt,NCAA,SEC,20190510-Vanderbilt-1,33d84f24-737d-11e9-9ec1-74e5f9ab4644,93.0428565909,NA,NA,8.20535929899,-2.43360568629,2.92540404374,0.783763141119,NA,NA,NA,90015a17-00b7-4ca2-bdda-48a55463bacd
16,2019-05-10,18:42:26,4,3,"Fellows, Drake",8889833,Right,VAN_COM,"Zimmermann, Peter",8901215,Right,MIZ_TIG,Stretch,1,Top,1,0,2,Fastball,Fastball,BallCalled,Undefined,Undefined,Undefined,1,1,NA,92.2245890142,-1.87509087067,-5.61052920348,2295.63610447,236.937137675,02:00:00,5.35203322435,1.93130964266,7.11733920162,-20.6575120686,10.7574941224,16.5707406801,1.92111179357,-1.79274676703,84.4415205243,-5.83180499368,-2.44041157654,0.403403900589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.8749379633,6.57758280544,-1.60440225555,50,5.23403571911,12.7188872218,-133.827286688,-4.93568933129,-19.7588777852,28.3780621407,-20.2231155752,VAN_COM,MIZ_TIG,Vanderbilt,NCAA,SEC,20190510-Vanderbilt-1,44809bc4-737d-11e9-9ec1-74e5f9ab4644,93.435825648,NA,NA,7.7830684899,-1.98950698634,1.563989156,1.93076721934,NA,NA,NA,90015a17-00b7-4ca2-bdda-48a55463bacd
17,2019-05-10,18:43:58,4,4,"Fellows, Drake",8889833,Right,VAN_COM,"Zimmermann, Peter",8901215,Right,MIZ_TIG,Stretch,1,Top,2,1,2,Slider,Slider,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,NA,83.6947004444,-2.11597013567,-2.6099270697,2067.44782654,131.063003081,10:15:00,5.69496617001,2.14249626838,6.70145237928,-36.4417060493,1.84698327,-2.16131986605,0.72077123995,-0.425355236182,77.8962222695,-8.96624019899,-3.02015803881,0.445355446969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.533269919308,1.56329200354,-1.9684685142,50,5.53967911354,5.61097074922,-121.854023839,-5.45876245891,0.80836443189,22.1088651376,-29.8043111935,VAN_COM,MIZ_TIG,Vanderbilt,NCAA,SEC,20190510-Vanderbilt-1,7b3b894c-737d-11e9-9ec1-74e5f9ab4644,84.6343673972,NA,NA,5.79847817485,0.564726359113,0.585211840606,0.47036061176,NA,NA,NA,90015a17-00b7-4ca2-bdda-48a55463bacd
36,2019-05-10,18:58:13,1,1,"Fellows, Drake",8889833,Right,VAN_COM,"McDaniel, Chad",1000009952,Left,MIZ_TIG,Windup,2,Top,0,0,0,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,NA,81.367303924,1.61080415727,-1.85940340365,2028.17382577,186.793908445,12:15:00,5.60461559202,2.18340469963,6.5775505071,-37.3123778396,3.75199174994,0.451593124345,3.97255648649,0.516484175669,74.3234848754,-5.49149858536,-1.77327896872,0.46121571689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.785403189396,1.61192224217,-2.0562587695,50,5.69905460457,3.83394875076,-118.457795188,2.36805048289,-1.11213214165,23.3583389187,-29.8915641464,VAN_COM,MIZ_TIG,Vanderbilt,NCAA,SEC,20190510-Vanderbilt-1,78efc056-737f-11e9-9ec1-74e5f9ab4644,81.7239637349,NA,NA,7.04381904854,-2.84784216611,3.53731617016,-0.384760626396,NA,NA,NA,90015a17-00b7-4ca2-bdda-48a55463bacd
37,2019-05-10,18:58:25,1,2,"Fellows, Drake",8889833,Right,VAN_COM,"McDaniel, Chad",1000009952,Left,MIZ_TIG,Windup,2,Top,0,1,0,Slider,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,NA,81.7489061074,0.163491006063,-1.8292177238,1920.03168961,161.890617869,11:30:00,5.73377383836,1.95675327479,6.61382975055,-37.364606895,2.57299074799,-0.85372949879,2.76985276018,0.209905305769,76.1916062281,-6.87407581477,-1.99069187726,0.454844017643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0401940930967,1.38101657597,-1.83227832778,50,5.72895595159,3.82910343797,-119.196325437,-0.638466569715,0.0586921799439,19.6976732757,-30.1574618608,VAN_COM,MIZ_TIG,Vanderbilt,NCAA,SEC,20190510-Vanderbilt-1,80460b9f-737f-11e9-9ec1-74e5f9ab4644,82.8687969041,NA,NA,5.55729987932,-2.3450807273,2.297246814,-0.0787236464402,NA,NA,NA,90015a17-00b7-4ca2-bdda-48a55463bacd
38,2019-05-10,18:58:40,1,3,"Fellows, Drake",8889833,Right,VAN_COM,"McDaniel, Chad",1000009952,Left,MIZ_TIG,Windup,2,Top,0,1,1,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,NA,81.7226567996,1.53050177147,-0.999631686509,1997.20134612,353.093226813,05:45:00,5.6465667332,2.09854923764,6.38493073907,-41.8409634316,-1.38298338812,0.162917409085,3.56806415338,1.19261060988,75.7659428787,-6.34551898211,-0.968866281378,0.45779771038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.335174106973,-1.13398930582,-2.02682388031,50,5.73678632193,2.07355743549,-119.093610874,2.03618136075,-0.486770798261,20.4721675751,-33.8209325732,VAN_COM,MIZ_TIG,Vanderbilt,NCAA,SEC,20190510-Vanderbilt-1,88dbbe96-737f-11e9-9ec1-74e5f9ab4644,82.3341307011,NA,NA,5.95671392087,-3.01043782286,3.04644927835,-1.11785535318,NA,NA,NA,90015a17-00b7-4ca2-bdda-48a55463bacd
39,2019-05-10,18:58:53,1,4,"Fellows, Drake",8889833,Right,VAN_COM,"McDaniel, Chad",1000009952,Left,MIZ_TIG,Windup,2,Top,0,2,1,Fastball,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,NA,91.1149027279,-1.59174347781,-2.28486767755,2252.44048097,228.719060631,01:30:00,5.29332482209,2.19759945694,6.83543745387,-20.7399457539,11.4298677957,13.0535301739,2.11196001262,1.20072283208,83.9152674037,-5.5365354184,0.206589243155,0.408221421119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.87370945373,6.78754824391,-2.0563326359,50,5.18355100406,4.93673906951,-132.737144183,-4.26253985607,-14.1281078731,26.8889615156,-19.9948826439,VAN_COM,MIZ_TIG,Vanderbilt,NCAA,SEC,20190510-Vanderbilt-1,90b05eb8-737f-11e9-9ec1-74e5f9ab4644,92.3331666864,NA,NA,7.19963532421,-3.3026152362,1.63758939958,-1.22838523589,NA,NA,NA,90015a17-00b7-4ca2-bdda-48a55463bacd
40,2019-05-10,18:59:08,1,5,"Fellows, Drake",8889833,Right,VAN_COM,"McDaniel, Chad",1000009952,Left,MIZ_TIG,Windup,2,Top,0,2,2,Fastball,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,NA,92.4242367916,-3.18272073035,-1.99029560492,2218.54451148,219.819732468,01:15:00,5.36006093,2.08174171756,6.87187557634,-17.6339724139,13.6001066745,11.3636039966,0.985532219108,1.21429860587,85.3295059996,-6.52641982952,0.17858774703,0.402240569768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.85121828728,8.40632294546,-1.95989382436,50,5.15162377556,4.360403297,-134.534231029,-7.97398595607,-12.6495692046,27.1641018791,-16.6532521964,VAN_COM,MIZ_TIG,Vanderbilt,NCAA,SEC,20190510-Vanderbilt-1,994d3851-737f-11e9-9ec1-74e5f9ab4644,93.7060539241,NA,NA,7.09473079198,-1.95780470173,0.592160689247,-1.22953438743,NA,NA,NA,90015a17-00b7-4ca2-bdda-48a55463bacd
41,2019-05-10,18:59:22,1,6,"Fellows, Drake",8889833,Right,VAN_COM,"McDaniel, Chad",1000009952,Left,MIZ_TIG,Windup,2,Top,0,3,2,Fastball,Fastball,StrikeCalled,Strikeout,Undefined,Undefined,0,0,NA,91.7258820801,-1.51362952383,-4.60813604822,2193.62813046,232.902143954,01:45:00,5.33262801193,2.01562365904,6.99394100849,-20.605341933,11.0896446804,14.703685415,2.2346441667,-0.957526853528,84.3242909453,-5.44593645741,-1.80154614851,0.405197544337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.45114223951,6.61448446448,-1.73816429895,50,5.23249110243,10.3557645299,-133.338151167,-4.08328164588,-17.1126516712,27.1302260895,-20.19757357,VAN_COM,MIZ_TIG,Vanderbilt,NCAA,SEC,20190510-Vanderbilt-1,a1f138a5-737f-11e9-9ec1-74e5f9ab4644,93.0222234757,NA,NA,7.40159113483,-2.09419671631,1.89043185147,1.06129560835,NA,NA,NA,90015a17-00b7-4ca2-bdda-48a55463bacd
42,2019-05-10,18:59:51,2,1,"Fellows, Drake",8889833,Right,VAN_COM,"Gomez, Paul",1000017249,Right,MIZ_TIG,Windup,2,Top,1,0,0,Fastball,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,NA,92.4309318378,-2.67801032517,-4.23528491321,2239.09616348,222.093415698,01:30:00,5.43644476238,2.01010158349,7.09976239961,-18.3453732803,12.8541622877,11.6384436652,1.46951749568,-0.869650424728,84.7945916456,-6.18593770683,-2.0049024887,0.402018078027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.71128557413,7.97249788306,-1.76212305401,50,5.27093736051,9.64449826714,-134.326484407,-6.7778173611,-14.1170221949,28.5607311091,-17.5788259464,VAN_COM,MIZ_TIG,Vanderbilt,NCAA,SEC,20190510-Vanderbilt-1,af25324a-737f-11e9-9ec1-74e5f9ab4644,93.7579143358,NA,NA,7.63634019211,-1.21150435555,1.17978489965,0.958671613153,NA,NA,NA,90015a17-00b7-4ca2-bdda-48a55463bacd
43,2019-05-10,19:00:04,2,2,"Fellows, Drake",8889833,Right,VAN_COM,"Gomez, Paul",1000017249,Right,MIZ_TIG,Windup,2,Top,1,0,1,Slider,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,NA,83.7327669264,-0.53054432874,-2.29040190145,1948.45340201,149.190667651,11:00:00,5.57953839553,2.04887360288,6.59134792335,-35.7376918635,2.98393466992,-1.80115182766,2.11493246884,-0.200710769143,76.8665765641,-7.30486273612,-2.63356390431,0.447866227209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3425433797,1.8032131087,-1.89177761267,50,5.52815309433,4.92417381621,-121.919798458,-2.07881434454,0.514227339656,24.5612666798,-29.4670586256,VAN_COM,MIZ_TIG,Vanderbilt,NCAA,SEC,20190510-Vanderbilt-1,b591e530-737f-11e9-9ec1-74e5f9ab4644,84.1598991646,NA,NA,6.86619036233,-2.91436218784,1.53442529842,0.401170378225,NA,NA,NA,90015a17-00b7-4ca2-bdda-48a55463bacd
44,2019-05-10,19:00:17,2,3,"Fellows, Drake",8889833,Right,VAN_COM,"Gomez, Paul",1000017249,Right,MIZ_TIG,Windup,2,Top,1,0,2,Slider,Slider,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,NA,84.8377432445,-1.76719248207,-3.31618336005,1971.97183941,118.057805259,10:00:00,5.68846946391,1.84329956081,6.50329252872,-36.5149516554,0.921978254654,-1.795815614,1.02057798845,-1.35299877181,79.2097686953,-8.59517020325,-3.65462298613,0.44037396099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18553825941,0.93445603251,-1.61091414533,50,5.54860155546,7.20364281647,-123.463030082,-4.82862134012,0.29005263175,21.6299915457,-30.7132100623,VAN_COM,MIZ_TIG,Vanderbilt,NCAA,SEC,20190510-Vanderbilt-1,c2f328b8-737f-11e9-9ec1-74e5f9ab4644,85.5917466972,NA,NA,5.62797454914,-2.07095717038,0.476530036157,1.57653783573,NA,NA,NA,90015a17-00b7-4ca2-bdda-48a55463bacd
45,2019-05-10,19:00:52,3,1,"Fellows, Drake",8889833,Right,VAN_COM,"Ortiz, Tony",8891812,Left,MIZ_TIG,Windup,2,Top,2,0,0,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,NA,82.7482222436,0.960762321434,-1.23797790952,1797.57359036,139.589077409,10:45:00,5.68796251934,2.10158516441,6.60146326052,-38.0682831957,1.58067294524,-1.37751687953,3.39593399435,0.852650835488,75.6772484366,-6.28449484099,-1.50100592791,0.453197387123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.403986418473,0.59685708101,-2.01675630439,50,5.73730292384,2.64079590629,-120.534019106,1.02592711302,0.591854552286,24.3386930527,-31.2996315852,VAN_COM,MIZ_TIG,Vanderbilt,NCAA,SEC,20190510-Vanderbilt-1,d2efd65d-737f-11e9-9ec1-74e5f9ab4644,83.1698893067,NA,NA,7.07097380696,-3.0405931613,2.87689886915,-0.734841826608,NA,NA,NA,90015a17-00b7-4ca2-bdda-48a55463bacd
46,2019-05-10,19:01:04,3,2,"Fellows, Drake",8889833,Right,VAN_COM,"Ortiz, Tony",8891812,Left,MIZ_TIG,Windup,2,Top,2,1,0,Fastball,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,NA,92.4335318595,-2.86807719944,-3.23985394742,2216.55334933,221.036761632,01:15:00,5.3754944397,2.14433192195,7.10836533478,-16.4702131442,14.6775219363,12.8010087097,1.3949016895,0.268963547263,84.7494764335,-6.02006942592,-0.781170364234,0.401684204734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.10479479248,9.06126228681,-1.95652761241,50,5.19992075117,7.27853178549,-134.457679052,-7.17500013936,-14.8547838543,28.8303420024,-15.5662137915,VAN_COM,MIZ_TIG,Vanderbilt,NCAA,SEC,20190510-Vanderbilt-1,d971fd39-737f-11e9-9ec1-74e5f9ab4644,93.8358443696,NA,NA,7.68405542598,-1.84036933683,1.04488790292,-0.229606378976,NA,NA,NA,90015a17-00b7-4ca2-bdda-48a55463bacd
47,2019-05-10,19:01:17,3,3,"Fellows, Drake",8889833,Right,VAN_COM,"Ortiz, Tony",8891812,Left,MIZ_TIG,Windup,2,Top,2,1,1,Fastball,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,NA,92.91220297,-2.48233710314,-1.97021147972,2266.8291465,220.462796977,01:15:00,5.53361156661,1.99457550678,7.0935464358,-16.6372705748,14.1822015891,12.1215435719,1.89197360577,1.21624317001,85.0798662168,-5.66888036867,0.362061049459,0.399561943183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.38350011052,8.6889694703100009,-1.88138042233,50,5.38037412992,4.33720827177,-135.315700941,-6.30572057508,-13.6781344478,29.7621554521,-16.0774966706,VAN_COM,MIZ_TIG,Vanderbilt,NCAA,SEC,20190510-Vanderbilt-1,e6b1e1d6-737f-11e9-9ec1-74e5f9ab4644,94.3342507067,NA,NA,7.8323367532,-2.68786437218,1.47404930214,-1.24981686401,NA,NA,NA,90015a17-00b7-4ca2-bdda-48a55463bacd
48,2019-05-10,19:01:33,3,4,"Fellows, Drake",8889833,Right,VAN_COM,"Ortiz, Tony",8891812,Left,MIZ_TIG,Windup,2,Top,2,1,2,Fastball,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,NA,92.9202620879,-3.62834796975,-4.29535034161,2304.60729498,221.360423392,01:30:00,5.50738477265,1.97639479774,7.16782518811,-16.3253677787,14.4068369159,12.7090989415,0.84562945367,-0.863823392104,85.5937205474,-6.74426191266,-1.86163842406,0.398995848512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.28853431034,9.07483382803,-1.73015518164,50,5.29030754087,9.80800870852,-134.947279792,-9.00226364744,-15.3807395307,27.6316029848,-15.3342008624,VAN_COM,MIZ_TIG,Vanderbilt,NCAA,SEC,20190510-Vanderbilt-1,edc7d197-737f-11e9-9ec1-74e5f9ab4644,94.4680919907,NA,NA,7.32654154049,-2.64162713146,0.355518252254,0.987993246533,NA,NA,NA,90015a17-00b7-4ca2-bdda-48a55463bacd
49,2019-05-10,19:01:48,3,5,"Fellows, Drake",8889833,Right,VAN_COM,"Ortiz, Tony",8891812,Left,MIZ_TIG,Windup,2,Top,2,2,2,Fastball,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,NA,93.4555072859,-3.1123562186,-3.63395777794,2165.51464814,220.483774914,01:15:00,5.42776611227,2.07117792878,7.0865237806,-16.4943407498,13.9964696896,11.9717322392,1.22024855622,-0.233479984529,85.8155505181,-6.26354101341,-1.33877510021,0.397425749869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.72057363166,8.72084009662,-1.85835485415,50,5.23632273086,8.31219725814,-135.864807065,-7.83856202978,-14.4724977245,28.9698814515,-15.8265147493,VAN_COM,MIZ_TIG,Vanderbilt,NCAA,SEC,20190510-Vanderbilt-1,f6ba7a87-737f-11e9-9ec1-74e5f9ab4644,94.8413044034,NA,NA,7.63995676778,-0.796870225184,0.974242350387,0.283041733138,NA,NA,NA,90015a17-00b7-4ca2-bdda-48a55463bacd
