PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top.Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,HitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID
166,2019-03-21,19:39:23,2,6,"Fellows, Drake",8889833,Right,VAN_COM,"Maldonado, Nelson",8894274,Right,FLA_GAT,Windup,6,Top,1,3,2,Fastball,Fastball,BallCalled,Walk,Undefined,Undefined,0,0,NA,90.8324775415,-3.13032678664,-3.78152322449,2118.9618609,213.783297566,01:15:00,5.26490866343,1.49684794479,6.99466532829,-15.34999491,17.1870698462,11.5189529717,1.1308530845,-0.986093377665,83.0102666583,-6.06546802443,-1.57270718003,0.410544940378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.53971582246,10.539991183,-1.26915410028,50,5.06746410796,8.42149192018,-131.977068694,-7.63543303925,-13.275915941,28.5263725414,-13.6152539998,VAN_COM,FLA_GAT,Vanderbilt,NCAA,SEC,20190321-Vanderbilt-1,eaaa98bb-4c3a-11e9-9ebb-74e5f9ab4644,91.8105980954,NA,NA,7.82221088314,-0.0490420695745,0.973824288933,1.02541676179,NA,NA,NA,10447a8b-4c27-11e9-9ebb-74e5f9ab4644
167,2019-03-21,19:39:55,3,1,"Fellows, Drake",8889833,Right,VAN_COM,"Calilao, Kendrick",1000052346,Right,FLA_GAT,Stretch,6,Top,1,0,0,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,NA,80.7605758565,-1.0871897483,-4.14965713958,2034.51621791,153.78538317,11:15:00,5.61108806763,1.55869647037,6.52825341334,-38.3002287846,3.81763402416,-1.89921698475,1.41942639113,-2.41255181446,73.9009532232,-8.3287883365,-4.51075711441,0.467094422162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.2095787621,2.44157073873,-1.26971227042,50,5.51886247989,8.55986981205,-117.307699232,-3.21922518499,-0.28950653463,23.9872932204,-28.8013275968,VAN_COM,FLA_GAT,Vanderbilt,NCAA,SEC,20190321-Vanderbilt-1,0382180e-4c3b-11e9-9ebb-74e5f9ab4644,80.6954113188,NA,NA,6.85962263331,-0.235522927382,1.17292544962,2.54308613562,NA,NA,NA,10447a8b-4c27-11e9-9ebb-74e5f9ab4644
168,2019-03-21,19:40:18,3,2,"Fellows, Drake",8889833,Right,VAN_COM,"Calilao, Kendrick",1000052346,Right,FLA_GAT,Stretch,6,Top,1,1,0,Fastball,Fastball,InPlay,Undefined,FlyBall,Out,1,0,NA,91.1158872386,-1.16591772106,-3.17723940886,2189.21925294,222.661816948,01:30:00,5.39242382408,1.65296133554,6.81598237301,-18.5006578409,14.2255453297,13.1377692866,2.78532419661,-0.153595549238,82.4326946638,-4.71819048141,-0.651494320935,0.411736463054,98.0160324632,22.6830854228,21.1294579066,3875.87817716,98.6751028861,41.5870231214,48.612402788,319.510919139,313.02757018,36.3280823551,3.84019958496,-8.33722966306,8.31856339524,-1.45341817023,50,5.31035075016,6.99914904922,-132.534215846,-3.20540548854,-14.657951794,31.3787773052,-17.5489145286,VAN_COM,FLA_GAT,Vanderbilt,NCAA,SEC,20190321-Vanderbilt-1,0e753b0a-4c3b-11e9-9ebb-74e5f9ab4644,91.5449077342,51.5299276826,3.73317291145,8.68319257478,0.654577026626,2.72201783237,0.161974873941,0.52843572374,2.71146134618,0.163306433936,10447a8b-4c27-11e9-9ebb-74e5f9ab4644
169,2019-03-21,19:40:54,4,1,"Fellows, Drake",8889833,Right,VAN_COM,"Dalton, Wil",8885470,Right,FLA_GAT,Stretch,6,Top,2,0,0,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,NA,80.836902513,-2.78766667685,-3.92577396858,2012.90590191,148.172052823,11:00:00,5.53018931146,1.63591147774,6.42134572498,-38.6764624321,3.42041238563,-2.14762366012,-0.263118088343,-2.15699151646,74.5771608783,-10.0277238166,-4.3325589407,0.466978027426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0452642500537,2.6903031193,-1.35502873769,50,5.31338806008,8.10972803739,-117.345831319,-6.75123975903,0.0628721586536,23.0021701088,-28.4372106691,VAN_COM,FLA_GAT,Vanderbilt,NCAA,SEC,20190321-Vanderbilt-1,268e09f3-4c3b-11e9-9ebb-74e5f9ab4644,80.7155247302,NA,NA,6.25974163468,2.48403168276,-0.0754417216208,2.07621491573,NA,NA,NA,10447a8b-4c27-11e9-9ebb-74e5f9ab4644
170,2019-03-21,19:41:18,4,2,"Fellows, Drake",8889833,Right,VAN_COM,"Dalton, Wil",8885470,Right,FLA_GAT,Stretch,6,Top,2,1,0,Fastball,Fastball,FoulBall,Undefined,Undefined,Undefined,0,0,NA,91.5636074181,-1.7426209599,-2.94641839766,2144.02910609,235.148561431,01:45:00,5.36544810535,1.59781840077,6.88054226724,-22.4298148705,9.4615403065,13.6303872461,1.90598444366,0.0468022063021,84.2041941993,-6.01387775148,-0.3415952603,0.406450821371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.40104925203,5.75102828775,-1.4165651418,50,5.24689012725,6.48890906674,-133.305244051,-4.67371251384,-15.1740714993,27.6444271745,-21.7864753123,VAN_COM,FLA_GAT,Vanderbilt,NCAA,SEC,20190321-Vanderbilt-1,323fde75-4c3b-11e9-9ebb-74e5f9ab4644,92.7353926706,NA,NA,7.35941321879,1.71804614837,1.93766075283,-0.0486442049071,NA,NA,NA,10447a8b-4c27-11e9-9ebb-74e5f9ab4644
171,2019-03-21,19:41:52,4,3,"Fellows, Drake",8889833,Right,VAN_COM,"Dalton, Wil",8885470,Right,FLA_GAT,Stretch,6,Top,2,1,1,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,NA,80.5797827487,-1.35658000955,-5.25641189128,2094.10747309,185.149676477,12:15:00,5.60203010284,1.59404668219,6.56568607441,-38.8180227227,3.82983697289,0.348764835004,1.11826115931,-3.20851015028,73.2885912306,-8.71182297459,-5.19000306986,0.470024113233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.8972009784,2.56461016149,-1.23223834307,50,5.49197569339,10.7375307923,-116.808339134,-3.76065171804,-2.5805139642,25.189163151,-28.6857453087,VAN_COM,FLA_GAT,Vanderbilt,NCAA,SEC,20190321-Vanderbilt-1,44252ea4-4c3b-11e9-9ebb-74e5f9ab4644,80.1924315369,NA,NA,7.29119151808,0.677053723761,1.00366497909,3.27568292863,NA,NA,NA,10447a8b-4c27-11e9-9ebb-74e5f9ab4644
172,2019-03-21,19:42:32,4,4,"Fellows, Drake",8889833,Right,VAN_COM,"Dalton, Wil",8885470,Right,FLA_GAT,Stretch,6,Top,2,2,1,Fastball,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,NA,88.8281481625,-0.499533652056,-3.91801871297,2063.21398339,240.55107911,02:00:00,5.39954541679,1.65930630473,7.14807128678,-25.6991298828,8.03173094793,14.2817843178,2.80408109131,-0.707545015402,81.1892402283,-5.43683034343,-1.17109188285,0.418008613293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.1773901767,4.67798185339,-1.43429083449,50,5.36205591751,8.50083967243,-129.263205976,-1.76356075854,-15.4994429,27.4031758562,-24.2735331345,VAN_COM,FLA_GAT,Vanderbilt,NCAA,SEC,20190321-Vanderbilt-1,5efd2880-4c3b-11e9-9ebb-74e5f9ab4644,90.1712915057,NA,NA,7.63890793419,-2.07302829872,2.46014171524,0.772361706844,NA,NA,NA,10447a8b-4c27-11e9-9ebb-74e5f9ab4644
173,2019-03-21,19:42:58,4,5,"Fellows, Drake",8889833,Right,VAN_COM,"Dalton, Wil",8885470,Right,FLA_GAT,Stretch,6,Top,2,2,2,Slider,Slider,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,NA,82.633840968,-1.29749994811,-3.31584660573,1977.23593805,118.899103608,10:00:00,5.47293733146,1.63164157297,6.62206226694,-37.7557348259,2.55241890337,-4.69252573907,1.13641104146,-1.79885796616,75.1027313402,-8.47617645158,-4.21448060368,0.456949252756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.52179890039,1.84474625948,-1.4050263791,50,5.36935812384,7.07850987314,-120.095655055,-3.69429732102,2.18485276202,26.9383458835,-29.5255389805,VAN_COM,FLA_GAT,Vanderbilt,NCAA,SEC,20190321-Vanderbilt-1,706424bf-4c3b-11e9-9ebb-74e5f9ab4644,82.4870076792,NA,NA,7.53110962779,-0.389718312028,0.861826968409,1.93254826397,NA,NA,NA,10447a8b-4c27-11e9-9ebb-74e5f9ab4644
181,2019-03-21,19:50:09,1,1,"Fellows, Drake",8889833,Right,VAN_COM,"Acton, Cory",1000013578,Left,FLA_GAT,Windup,7,Top,0,0,0,Fastball,Fastball,FoulBall,Undefined,Undefined,Undefined,0,0,NA,89.9325778254,-1.01636676623,-3.11943351461,2083.9155191200002,232.706219474,01:45:00,5.27300992353,1.71093424104,6.94946700541,-20.9187292871,12.3224935493,16.2202641946,2.6035131768,0.221418919954,81.850241659,-5.03052960169,-0.00115851352502,0.414963610979,76.6382236137,10.1845873597,-167.011784415,NA,NA,NA,NA,NA,NA,NA,NA,-10.0242191665,7.21576779089,-1.52317743062,50,5.20252341681,6.70905550022,-130.896369187,-2.8732027409,-17.2886981301,29.1599918576,-19.7290661553,VAN_COM,FLA_GAT,Vanderbilt,NCAA,SEC,20190321-Vanderbilt-1,71fd5d95-4c3c-11e9-9ebb-74e5f9ab4644,90.8329682986,NA,NA,8.08233616641,0.459679378494,2.51855845964,-0.221954231158,0.646326356396,2.53524016951,-0.22176260893,10447a8b-4c27-11e9-9ebb-74e5f9ab4644
182,2019-03-21,19:50:27,1,2,"Fellows, Drake",8889833,Right,VAN_COM,"Acton, Cory",1000013578,Left,FLA_GAT,Windup,7,Top,0,0,1,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,NA,82.1860610906,-3.77662811759,-2.57129236298,2110.96226741,133.610976602,10:30:00,5.68185715263,1.5919833131,6.33280100239,-37.9445979477,3.393521244,-3.60298042011,-0.965776202187,-1.07716840251,74.9917566222,-10.8963849333,-3.25901906839,0.46275047682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1368312438,3.1116245184,-1.40314468923,50,5.38860352791,5.45194184055,-119.229296413,-8.90649040479,1.60802788397,26.6373927333,-27.7727101719,VAN_COM,FLA_GAT,Vanderbilt,NCAA,SEC,20190321-Vanderbilt-1,7c427f59-4c3c-11e9-9ebb-74e5f9ab4644,81.4529177368,NA,NA,7.19430446849,6.23345906794,-0.0694974343425,0.805974160647,NA,NA,NA,10447a8b-4c27-11e9-9ebb-74e5f9ab4644
183,2019-03-21,19:50:51,1,3,"Fellows, Drake",8889833,Right,VAN_COM,"Acton, Cory",1000013578,Left,FLA_GAT,Windup,7,Top,0,1,1,ChangeUp,ChangeUp,StrikeCalled,Undefined,Undefined,Undefined,0,0,NA,76.8539010036,0.73792990075,-2.85945864774,1521.91396665,248.481749456,02:15:00,5.30103347801,1.52944858476,7.462518112,-38.9767395512,5.04977838283,12.9126326616,2.71867773615,0.0271220552047,71.1420090948,-6.75134559331,-0.369927615696,0.47756081814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.09303215425,2.69059523375,-1.38118204723,50,5.32978878766,5.34214095381,-112.062341524,0.674848133416,-10.3728446532,18.7482990978,-28.7255108696,VAN_COM,FLA_GAT,Vanderbilt,NCAA,SEC,20190321-Vanderbilt-1,8644e364-4c3c-11e9-9ebb-74e5f9ab4644,78.9268614371,NA,NA,5.71189190885,-2.01855620899,2.29489264095,-0.0106105683143,NA,NA,NA,10447a8b-4c27-11e9-9ebb-74e5f9ab4644
184,2019-03-21,19:51:06,1,4,"Fellows, Drake",8889833,Right,VAN_COM,"Acton, Cory",1000013578,Left,FLA_GAT,Windup,7,Top,0,1,2,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,NA,82.8747527571,-0.0262240222161,-0.361109548843,2262.01570846,160.233310557,11:15:00,5.5711686492,1.53239598505,6.34082385661,-37.2652760597,2.67016104595,-0.973057456093,2.44158848693,1.11889114716,75.8362226002,-7.07824944898,-0.546192187949,0.454831714439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.428524192546,1.47297292409,-1.5057200718,50,5.55156531756,0.787669937211,-120.703665683,-1.08616256096,0.629114033751,24.5661188198,-30.0115850269,VAN_COM,FLA_GAT,Vanderbilt,NCAA,SEC,20190321-Vanderbilt-1,8f378bc9-4c3c-11e9-9ebb-74e5f9ab4644,82.8710385061,NA,NA,7.03853015699,-2.7831492616,1.89592938477,-1.0782233843,NA,NA,NA,10447a8b-4c27-11e9-9ebb-74e5f9ab4644
185,2019-03-21,19:51:25,1,5,"Fellows, Drake",8889833,Right,VAN_COM,"Acton, Cory",1000013578,Left,FLA_GAT,Windup,7,Top,0,2,2,Slider,Slider,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,NA,83.728188961,-1.9971015037,-2.38786889154,2068.52592894,151.703999377,11:00:00,5.68716087777,1.6114695548,6.37030223472,-33.925316701,5.38852091512,-2.92083404704,1.02034409402,-0.830083432466,76.6002116412,-8.39545407642,-2.94349315907,0.451278079089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.884298709303,3.56655481485,-1.43789463027,50,5.52717453724,5.15778991292,-121.749618144,-5.18750599398,1.316288387,25.757422482,-26.8651923577,VAN_COM,FLA_GAT,Vanderbilt,NCAA,SEC,20190321-Vanderbilt-1,9e7587d5-4c3c-11e9-9ebb-74e5f9ab4644,83.5236149675,NA,NA,7.12797731982,-0.00140616620726,0.808269199683,0.903215316934,NA,NA,NA,10447a8b-4c27-11e9-9ebb-74e5f9ab4644
186,2019-03-21,19:51:58,2,1,"Fellows, Drake",8889833,Right,VAN_COM,"Fabian, Jud",1000013185,Right,FLA_GAT,Windup,7,Top,1,0,0,Fastball,Fastball,InPlay,Undefined,Bunt,Out,1,0,NA,90.3792755419,-0.822929241859,-2.74281598517,2164.29982348,234.532081685,01:45:00,5.3323011394,1.5212770234,6.99146630569,-22.6296429207,10.2019081774,14.3628289142,2.69740162657,0.222574328289,82.3150213565,-5.16790054925,0.021089846207,0.412398634764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.88246502885,5.97711752572,-1.35816315732,50,5.27401369814,5.93090320137,-131.607482166,-2.48200234719,-15.4869672497,29.4686256772,-21.75268207,VAN_COM,FLA_GAT,Vanderbilt,NCAA,SEC,20190321-Vanderbilt-1,b232cd89-4c3c-11e9-9ebb-74e5f9ab4644,91.3979178002,NA,NA,8.06425418539,2.35278485066,2.78132765873,-0.222698559079,NA,NA,NA,10447a8b-4c27-11e9-9ebb-74e5f9ab4644
187,2019-03-21,19:52:27,3,1,"Fellows, Drake",8889833,Right,VAN_COM,"Langworthy, Austin",8889520,Left,FLA_GAT,Windup,7,Top,2,0,0,Fastball,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,NA,92.6476266967,-1.27118440591,-2.90213778702,2230.92310724,234.177568742,01:45:00,5.41710967336,1.63053483099,7.06906420465,-20.6426963563,10.2672213124,14.2643751517,2.541206515,0.182357998437,85.1033667453,-5.22170893035,-0.165991356877,0.400147808288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.80226652295,6.11646405684,-1.46137561432,50,5.33397273834,6.46509146651,-134.954693953,-3.54329346715,-16.2889582034,28.4288965046,-20.8552788833,VAN_COM,FLA_GAT,Vanderbilt,NCAA,SEC,20190321-Vanderbilt-1,c3dee990-4c3c-11e9-9ebb-74e5f9ab4644,94.1961338795,NA,NA,7.54425995137,-1.92714954837,2.22707768873,-0.178571139729,NA,NA,NA,10447a8b-4c27-11e9-9ebb-74e5f9ab4644
188,2019-03-21,19:52:40,3,2,"Fellows, Drake",8889833,Right,VAN_COM,"Langworthy, Austin",8889520,Left,FLA_GAT,Windup,7,Top,2,0,1,Fastball,Fastball,InPlay,Undefined,GroundBall,Out,1,0,NA,91.9490217937,-1.9984538571,-2.73430650059,2316.40162744,242.8326173,02:00:00,5.35841001316,1.54375753148,6.73044081235,-23.0505444389,8.79420625213,17.1940031218,1.60866041519,0.476274034867,84.509479206,-6.37467561584,0.545567168154,0.406153728994,98.9271987285,-8.89047084215,-8.37567129464,NA,NA,NA,NA,10.8404296371,10.8404296371,-9.9534991872,0.0681884765625,-10.2939865613,5.42791628305,-1.37057798779,50,5.21754243461,5.9037900945,-133.831541219,-5.32923831603,-18.7179282654,28.1858730382,-22.3042719629,VAN_COM,FLA_GAT,Vanderbilt,NCAA,SEC,20190321-Vanderbilt-1,cbd4e81e-4c3c-11e9-9ebb-74e5f9ab4644,92.8032265381,1.5740843497400001,0.0696625323469,7.43954258771,1.19751448208,1.58413522397,-0.478390915609,1.10790946378,1.5740843497400001,-0.479273774829,10447a8b-4c27-11e9-9ebb-74e5f9ab4644
215,2019-03-21,20:14:39,1,1,"Fellows, Drake",8889833,Right,VAN_COM,"Smith, Brady",1000027178,Right,FLA_GAT,Windup,8,Top,0,0,0,Fastball,Fastball,InPlay,Undefined,Popup,Out,1,0,NA,89.6859683098,-1.0820984475,-2.36629774443,2073.59374554,221.836023863,01:30:00,5.3831660648,1.51572821349,6.89739136799,-18.7845853472,14.880404971,13.3497986634,2.83123246805,0.471722357209,81.0878056667,-4.69657744746,0.207857138497,0.417600264728,70.5488518312,56.5421086909,-0.476503217528,4163.93637596,109.838639179,94.8022941632,5.95281682506,166.40766188,75.5418111901,4.39131766488,5.08399719238,-8.23771647036,8.69069156772,-1.37168325162,50,5.30826963782,5.04405658025,-130.555801758,-2.96188676385,-14.0326138795,30.8312596874,-17.3698100816,VAN_COM,FLA_GAT,Vanderbilt,NCAA,SEC,20190321-Vanderbilt-1,df4d1f3e-4c3f-11e9-9ebb-74e5f9ab4644,90.2594651027,100.682130615,1.8591322492,8.59816264308,1.87585304061,2.86880789074,-0.470162552766,1.52458444359,2.84009024531,-0.471336713582,10447a8b-4c27-11e9-9ebb-74e5f9ab4644
216,2019-03-21,20:15:14,2,1,"Fellows, Drake",8889833,Right,VAN_COM,"Young, Jacob",1000013691,Right,FLA_GAT,Windup,8,Top,1,0,0,Fastball,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,NA,90.5248508381,-1.42827219208,-3.24893629158,2058.23867509,228.178992897,01:30:00,5.29204911809,1.51157660575,7.00421933952,-20.2313548959,12.7014778637,14.2299580191,2.30551272942,-0.25888971585,81.9450714969,-5.32414826564,-0.503065471672,0.413034246766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.03111744196,7.6002162244000004,-1.31800470733,50,5.19782747807,7.10766552265,-131.691778876,-3.81182086881,-15.6684455639,31.1166317172,-18.98813054,VAN_COM,FLA_GAT,Vanderbilt,NCAA,SEC,20190321-Vanderbilt-1,f2769c4c-4c3f-11e9-9ebb-74e5f9ab4644,91.2572669608,NA,NA,8.57977934122,-1.51983813323,2.02520961755,0.280007993199,NA,NA,NA,10447a8b-4c27-11e9-9ebb-74e5f9ab4644
217,2019-03-21,20:15:26,2,2,"Fellows, Drake",8889833,Right,VAN_COM,"Young, Jacob",1000013691,Right,FLA_GAT,Windup,8,Top,1,0,1,Slider,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,NA,80.2220721416,-1.2053999417,-3.11768665968,2170.99420378,316.591562365,04:30:00,5.64807774688,1.5349915855,6.10730820605,-45.4484702995,-1.52540728184,1.40386690285,0.744368510545,-1.23349964205,72.5058034734,-9.79185735448,-2.8498889204,0.476999394311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.85811939334,-0.412074823737,-1.29645750288,50,5.53203146954,6.30421021385,-116.451357983,-3.70430404932,-2.4894775508700002,26.8256790447,-32.726139572,VAN_COM,FLA_GAT,Vanderbilt,NCAA,SEC,20190321-Vanderbilt-1,f9a925dc-4c3f-11e9-9ebb-74e5f9ab4644,79.0197576154,NA,NA,7.71626866813,0.717280456629,0.622680847784,1.2682899805,NA,NA,NA,10447a8b-4c27-11e9-9ebb-74e5f9ab4644
218,2019-03-21,20:15:41,2,3,"Fellows, Drake",8889833,Right,VAN_COM,"Young, Jacob",1000013691,Right,FLA_GAT,Windup,8,Top,1,0,2,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,NA,83.6752869026,-3.05393424937,-3.53074706286,1974.28946382,167.580400305,11:30:00,5.72554774573,1.43032108028,6.5120752931,-36.9205848509,3.29432356562,-0.73381234709,-0.161269459664,-1.87454371553,74.9781973121,-10.0855163931,-3.67228197465,0.456420413772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.932717112584,2.99324525973,-1.18394664931,50,5.4965492465,7.50316742769,-121.293199889,-7.4506032711,-1.34206093196,31.2659549024,-27.8671504963,VAN_COM,FLA_GAT,Vanderbilt,NCAA,SEC,20190321-Vanderbilt-1,02924593-4c40-11e9-9ebb-74e5f9ab4644,82.582582601,NA,NA,8.69708959048,2.01583441093,-0.0549917666348,1.83609854155,NA,NA,NA,10447a8b-4c27-11e9-9ebb-74e5f9ab4644
219,2019-03-21,20:15:59,2,4,"Fellows, Drake",8889833,Right,VAN_COM,"Young, Jacob",1000013691,Right,FLA_GAT,Windup,8,Top,1,1,2,Slider,Slider,InPlay,Undefined,LineDrive,Single,0,0,NA,81.8579907377,0.484310594547,-1.25082798463,1995.50167923,127.984234881,10:15:00,5.59780223387,1.55537278326,6.36714185141,-39.1305328553,2.56284259862,-3.33235361734,2.78264146415,0.126643195253,73.433058895,-7.00235865707,-1.89122807846,0.464734642021,91.6010976097,14.2103105094,-1.18661745382,1225.14525676,109.975633373,18.5548003537,2.29077996594,238.138388797,237.820742342,3.48191580724,2.32152282715,1.39647438781,1.24322213887,-1.46359686546,50,5.61469742847,2.68819146441,-119.044561141,-0.037495604023,1.95203999134,28.3715220467,-30.4362298364,VAN_COM,FLA_GAT,Vanderbilt,NCAA,SEC,20190321-Vanderbilt-1,0e015b36-4c40-11e9-9ebb-74e5f9ab4644,81.1051578965,18.714990292,2.31879229453,8.42493184263,2.23233978767,2.88189560624,-0.153492824261,1.12068728171,2.74613731626,-0.116858817985,10447a8b-4c27-11e9-9ebb-74e5f9ab4644
220,2019-03-21,20:16:33,3,1,"Fellows, Drake",8889833,Right,VAN_COM,"McConnell, Brady",8898807,Right,FLA_GAT,Windup,8,Top,1,0,0,Fastball,Fastball,InPlay,Undefined,Bunt,Single,0,0,NA,89.8491219156,-1.0578292385,-2.68710378396,2152.79499077,242.377218219,02:00:00,5.34729971421,1.66632282404,7.05688543108,-24.1762991765,9.2188690786,17.677008061,2.370897944,0.697638158653,81.2489728716,-5.72124501444,0.734002688768,0.415923382469,33.5057461343,-54.2983392873,-41.7946526199,NA,NA,NA,NA,2.71054855214,2.53976178257,-41.1790040133,0.0570550537109,-10.8421198292,5.544205337,-1.51059116453,50,5.27563293302,5.69136277731,-130.788000721,-3.02888524165,-18.5031601243,31.3749022624,-22.7123085343,VAN_COM,FLA_GAT,Vanderbilt,NCAA,SEC,20190321-Vanderbilt-1,1fe6ac42-4c40-11e9-9ebb-74e5f9ab4644,90.6233650471,2.31165236454,0.0511601328622,8.60014904403,0.33642444947,2.26158619934,-0.712264238085,0.828548777076,2.31165236454,-0.705405704542,10447a8b-4c27-11e9-9ebb-74e5f9ab4644
221,2019-03-21,20:17:17,4,1,"Fellows, Drake",8889833,Right,VAN_COM,"Maldonado, Nelson",8894274,Right,FLA_GAT,Windup,8,Top,1,0,0,Fastball,Fastball,InPlay,Undefined,FlyBall,Out,2,0,NA,90.1207383724,-0.85366337276,-3.38968423199,2110.08555326,234.635276765,01:45:00,5.44707100541,1.63841807117,7.01568129557,-22.6657722007,10.5501340711,14.9088577003,2.78107135946,-0.203157893359,81.5562973214,-5.22109181378,-0.512219366997,0.41480556243,92.9483550958,17.902552609,22.7326650231,3308.90069651,98.4715231417,30.3456468617,49.0239503927,294.957349328,286.614855228,32.5192358148,3.29456115723,-9.46360430437,6.21187361651,-1.43710893475,50,5.38735816501,7.38325714745,-131.112655133,-2.5386801809,-16.2712744922,30.8972329936,-21.4936463044,VAN_COM,FLA_GAT,Vanderbilt,NCAA,SEC,20190321-Vanderbilt-1,3abea5ac-4c40-11e9-9ebb-74e5f9ab4644,90.8675773302,34.5771866141,3.17020929283,8.56444105101,0.912909241773,2.73481931102,0.207518361463,0.689851271382,2.71420013621,0.209357497898,10447a8b-4c27-11e9-9ebb-74e5f9ab4644
227,2019-03-21,20:27:07,1,1,"Fellows, Drake",8889833,Right,VAN_COM,"Calilao, Kendrick",1000052346,Right,FLA_GAT,Windup,9,Top,0,0,0,Fastball,Fastball,InPlay,Undefined,LineDrive,Out,1,0,NA,90.2831550507,-0.303341115429,-2.15204994534,2107.65054839,239.899863132,02:00:00,5.28725998737,1.6745676105,7.11398440022,-22.9279028289,9.71404182539,16.8104532525,3.10126323681,1.12253276571,82.4153295311,-4.7126964437,1.08796984779,0.411206082823,62.9818579992,23.7907458325,-10.7680385192,2211.15949724,108.745283598,18.7391775746,-16.5657541467,155.615839327,149.553999395,-7.04546455423,2.1958807373,-10.107556337,5.5693111365,-1.55278323535,50,5.26187962078,4.51928227329,-131.579006844,-1.27704732084,-17.6546482487,28.8774944372,-22.4462542386,VAN_COM,FLA_GAT,Vanderbilt,NCAA,SEC,20190321-Vanderbilt-1,97b65133-4c41-11e9-9ebb-74e5f9ab4644,91.6629838312,21.8593307504,2.09305901141,7.86782551962,0.695477489212,3.04135337986,-1.1365556056,0.35246481252,3.01254552517,-1.14345499556,10447a8b-4c27-11e9-9ebb-74e5f9ab4644
228,2019-03-21,20:27:35,2,1,"Fellows, Drake",8889833,Right,VAN_COM,"Armstrong, Kristofer",1000013636,Left,FLA_GAT,Windup,9,Top,1,0,0,Fastball,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,NA,90.3493263826,-1.35034338576,-2.25081098889,2083.24951347,243.273742298,02:00:00,5.32608848972,1.68122642753,6.89766983059,-24.7018182739,8.20842372623,16.3634709626,2.03651745916,0.993728718481,82.5693202855,-6.07276576327,0.8910436607,0.412892559015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.81423758681,4.98742808657,-1.54559841214,50,5.23211179589,4.73509891396,-131.582316176,-3.76324672293,-17.1364804764,28.9804558972,-23.4655815688,VAN_COM,FLA_GAT,Vanderbilt,NCAA,SEC,20190321-Vanderbilt-1,a99ba0ed-4c41-11e9-9ebb-74e5f9ab4644,91.2885827031,NA,NA,7.78000609706,-2.00450646678,1.66170949439,-1.0540860556,NA,NA,NA,10447a8b-4c27-11e9-9ebb-74e5f9ab4644
