TaggedPitchType,PitchCall,PlayResult,RelSpeed,SpinRate,SpinAxis,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide
Fastball,BallCalled,Undefined,89.0864780297,2160.11445791,164.533115512,20.7913820205,-5.76198126122,2.0275638543,-1.51066113671
ChangeUp,BallCalled,Undefined,74.4400757629,1724.70940601,132.914438851,9.87937881835,-10.675707333,4.07225025406,-0.509455648932
Fastball,StrikeCalled,Undefined,89.826138043,2220.32657184,163.322935201,21.5197186986,-6.45638061825,2.80024651801,0.629763234963
Fastball,FoulBall,Undefined,90.8146334571,2181.81403759,165.083922203,20.6542179297,-5.51012279202,2.15862064198,-0.0720571391258
Fastball,InPlay,Out,88.3526982311,2052.3790093,167.668325895,20.8783255067,-4.57149388882,2.96350346196,-1.02286585957
Fastball,StrikeCalled,Undefined,86.6909974898,2104.96633902,172.901756748,19.3921438989,-2.41911363452,2.3704597218,-1.15633122882
Fastball,BallCalled,Undefined,88.6952152164,2121.30412204,161.056238206,21.0643144897,-7.24126229093,3.48170213581,-1.06054019157
Fastball,FoulBall,Undefined,89.4134971197,2141.49471967,164.272327257,20.4981115797,-5.78156113842,1.56184605084,-0.700575842758
Fastball,FoulBall,Undefined,89.7354098591,2136.25434628,168.158414536,18.944283892,-3.97877590517,3.17774370775,-0.256499316252
ChangeUp,StrikeCalled,Undefined,76.0659031979,1572.34133335,99.9953612381,2.35119732591,-13.5933366197,2.47882524161,-1.59526034003
Fastball,StrikeCalled,Undefined,88.1153479228,2071.26485367,166.813925777,19.0839557928,-4.47896862527,2.84857179193,0.430239317949
Fastball,StrikeCalled,Undefined,86.94124009,2097.48615099,169.574919338,18.6088006313,-3.4300366499,1.81089868071,-1.33006844195
Fastball,BallCalled,Undefined,89.9494314707,2143.93745106,173.147610813,17.6325029967,-2.12275699038,4.32013024698,0.71910249922
ChangeUp,StrikeCalled,Undefined,75.5409338192,1682.84894072,135.557038346,10.9078302926,-10.741764634,1.54512505502,-0.641022454534
Fastball,BallCalled,Undefined,90.0446676808,2148.25539836,171.46871999,21.3030585451,-3.20044499,2.08781913505,0.671371597275
Fastball,InPlay,Triple,89.0749403684,2213.22918619,150.742856557,19.1040682602,-10.7202199137,3.10348398717,-0.709832145367
Fastball,InPlay,Out,88.0085429586,2047.97052482,164.052081817,23.5117522462,-6.72828089495,2.94154629165,-0.646963906714
Fastball,BallCalled,Undefined,88.3863155329,2024.88142202,170.09850771,22.5287929216,-3.93832350939,3.70655550007,-1.04411988543
Fastball,StrikeCalled,Undefined,88.3694652695,2151.26667157,167.712417053,21.3530908845,-4.65814140773,1.75889628805,0.14163168062
Fastball,FoulBall,Undefined,87.4926613821,2087.01469817,163.779167666,22.7564353471,-6.63019696221,1.9973369727,-0.436355571051
Fastball,InPlay,Out,90.1657178438,2127.10748061,167.138168949,21.6128575776,-4.94209921461,2.58836255114,0.415346065056
Fastball,StrikeCalled,Undefined,89.4151056534,2132.3512635,167.184008312,23.9625842423,-5.4586111578,2.03230509532,0.451561095944
Fastball,StrikeSwinging,Undefined,89.1377601925,2222.03749117,170.647229135,24.8419021818,-4.09691549699,3.43416836158,0.518528058714
Fastball,StrikeSwinging,Undefined,88.7710687317,2112.02981436,165.211252428,23.1259933675,-6.11398955483,3.3004485953,0.533418924508
Fastball,InPlay,Out,86.3911721588,2055.2358036,157.116245581,20.3484807054,-8.60340730138,2.1239415049,-0.10392388581
ChangeUp,BallCalled,Undefined,75.5670455832,1546.71183133,123.914707682,9.87704754225,-14.7574731462,2.1957186038,-1.85812556023
Fastball,FoulBall,Undefined,88.6033504334,2166.83517685,162.092679825,27.37866168,-8.85765629018,2.50762331835,-0.52394513195
Fastball,FoulBall,Undefined,89.2670155206,2074.89949563,162.594461362,20.5515601706,-6.4527901206,1.93974012036,0.0484210937205
ChangeUp,InPlay,Out,79.5817453525,1610.92353884,118.103851029,8.07158037007,-15.1901893798,1.5858702723,-2.06128240663
Fastball,StrikeCalled,Undefined,89.0135803235,2188.39554964,167.557370859,22.6508779455,-5.00499347533,1.89238282203,-0.956205434871
ChangeUp,StrikeCalled,Undefined,76.5245361491,1622.74997868,101.223206196,3.04943594853,-15.5887783129,2.60318846369,-0.511988487981
ChangeUp,BallCalled,Undefined,79.0901629725,1566.70758236,141.01503299,11.6960429893,-9.49906361989,0.808280545773,0.0742770007608
Fastball,BallCalled,Undefined,91.534382263,2242.87847134,173.362053716,22.4479055395,-2.61594750638,0.843447136472,1.34543257099
Fastball,InPlay,HomeRun,89.1184594465,2221.34313286,162.467504259,21.5320942646,-6.8126835859,1.8747242384,-0.779323374995
Fastball,FoulBall,Undefined,88.1668338871,2181.24896277,171.003708669,21.5963490543,-3.42432101737,2.61578539476,-0.567290217619
ChangeUp,InPlay,HomeRun,76.4063391072,1628.13080724,126.801442079,11.2683873673,-15.1209345814,2.16238636726,-0.789755637829
Fastball,BallCalled,Undefined,88.9277626849,2113.64750308,171.794289565,21.0262877699,-3.03680398323,4.39169095246,0.697812964915
Fastball,BallCalled,Undefined,88.9960971646,2160.22439123,164.941503565,22.3049800674,-6.00981526172,2.94330696711,1.03441642935
Fastball,StrikeCalled,Undefined,88.7937669553,2152.89069655,169.969963738,21.6711315477,-3.83870007789,2.97488745426,0.495182669621
Fastball,BallCalled,Undefined,89.8618134873,2152.68364188,169.703625592,22.6433711379,-4.11932949425,1.33688017943,1.32553732358
Fastball,BallCalled,Undefined,88.83317012,2140.33684387,169.324501596,21.6011779339,-4.07819579145,1.1963754752,0.225980445783
Fastball,BallCalled,Undefined,88.6804396566,2225.01374517,175.463113769,23.3478959147,-1.85523179113,2.3354617512,1.09924997164
Fastball,InPlay,Out,88.8371959983,2165.21700803,168.439844012,23.2786186615,-4.76829932868,2.1237752691,-0.00398999590248
Fastball,BallCalled,Undefined,87.2069261179,2140.43877872,167.538840199,21.6625379039,-4.79457691015,0.735436028195,0.270871274646
Fastball,StrikeCalled,Undefined,86.7271907039,2154.31464781,167.4038305,24.0596565109,-5.38397743641,1.83774369412,-1.21970345743
ChangeUp,FoulBall,Undefined,75.5965577513,1420.08833327,138.256993701,10.5159320686,-9.42391804306,2.29098073025,-1.10728462922
Fastball,FoulBall,Undefined,89.2373820085,2151.71613371,166.896958879,21.1657410222,-4.93414940388,2.38567774728,-0.823829150666
Fastball,BallCalled,Undefined,88.1497861607,2082.11647649,171.882844057,20.8112847502,-2.97297920947,3.45188386395,0.541364644731
Fastball,InPlay,Out,89.5326942152,2219.56302375,163.096902903,20.9086204698,-6.36354236227,2.51815996837,0.497339792688
Fastball,StrikeCalled,Undefined,90.0188411383,2163.07495523,172.581790184,18.9911477602,-2.47678431032,2.46737371005,-0.347983710953
Fastball,BallCalled,Undefined,90.9191849159,2150.93099181,168.680630478,21.0636870207,-4.22257811216,3.30025208268,0.58216291324
Fastball,StrikeCalled,Undefined,89.3906788547,2199.07828873,158.414744885,18.4032750878,-7.29362511381,2.88148771161,-0.582147845831
Fastball,StrikeCalled,Undefined,91.1000043926,2236.73874031,164.148396811,20.3961179627,-5.80014575569,1.49038579315,-0.350093498771
Fastball,StrikeCalled,Undefined,90.5891537914,2258.79748318,169.787519359,20.5232607636,-3.70296699376,2.20371253717,0.631823173288
ChangeUp,StrikeSwinging,Undefined,79.3653960991,1578.16620374,129.659462805,9.90670728437,-11.9989479248,1.67095609795,0.0626243080524
Fastball,StrikeSwinging,Undefined,93.1883278394,2253.83622917,161.520153446,22.2368689805,-7.44167198272,3.03858576546,-1.24457055441
Fastball,StrikeSwinging,Undefined,90.7239337924,2286.70030917,161.485768754,22.9911772494,-7.7096252231,2.90484323497,0.0600708720244
Fastball,StrikeCalled,Undefined,91.7760403496,2291.15431692,162.041610574,20.8293930975,-6.76112576184,1.80874699849,0.670890385756
Fastball,BallCalled,Undefined,91.0278219781,2231.79436871,169.657308177,21.8405383791,-3.99157991454,4.7642224756,0.904029118109
Fastball,BallCalled,Undefined,90.3465725473,2250.32614968,159.841769648,20.1341905636,-7.40290665893,3.30925911153,-1.23096445049
Fastball,FoulBall,Undefined,90.5229575837,2142.1240615,173.775410598,18.344211342,-2.00423850689,2.91538099244,0.226935799564
ChangeUp,BallCalled,Undefined,81.8912278874,1625.5110248,117.037310602,7.77707572936,-15.3134656052,1.00913915877,0.595963370072
Fastball,BallCalled,Undefined,90.5884322787,2151.018648,166.403387803,22.4137666656,-5.42857576285,1.53650296792,-0.59038264001
Fastball,StrikeCalled,Undefined,89.518838367,2116.48722441,166.148010511,22.3842476486,-5.52757680323,2.12720907277,0.547449990061
Fastball,InPlay,HomeRun,89.9348629405,2134.32017147,168.853269557,20.1087258383,-3.96848160437,3.41088961023,0.150054290154
Fastball,BallCalled,Undefined,90.2150233506,2148.61033155,162.622977436,17.9290955676,-5.62063807884,3.57892275667,1.31789046287
Fastball,StrikeSwinging,Undefined,89.4750514547,2160.91558757,168.85255447,22.4147022471,-4.42322971399,2.17634467466,0.836429635942
Fastball,StrikeCalled,Undefined,88.7112183963,2151.31201242,176.040642624,21.9006021377,-1.51809907047,2.19124129761,1.2699525757
Fastball,StrikeSwinging,Undefined,90.6648378933,2220.94375924,173.293614762,22.0758582126,-2.59949264284,2.74912449748,0.115134389091
Fastball,FoulBall,Undefined,NA,NA,NA,NA,NA,NA,NA
ChangeUp,BallCalled,Undefined,77.3125317162,1662.53126197,126.392059347,8.77645272859,-11.9657774268,-0.179003664123,0.326311817932
ChangeUp,StrikeCalled,Undefined,76.6440189243,1525.40427193,119.793758159,7.2894255446,-12.8082036271,2.6473509005,0.224498485516
Fastball,StrikeCalled,Undefined,91.1621436643,2223.07588115,160.929610908,21.5818320496,-7.47164166243,1.75183184666,-1.09631035021
Fastball,StrikeCalled,Undefined,88.6833842282,2133.56425909,161.516590938,22.3364567336,-7.47746031456,2.87236909548,-0.285476078664
Fastball,BallCalled,Undefined,90.7399194823,2225.26174462,170.356269275,22.5682788538,-3.84015002018,1.9937507175,1.40272470318
Fastball,StrikeSwinging,Undefined,88.9889490636,2098.32359459,172.650232116,24.2164341432,-3.12777159324,2.81563815704,-0.15576242443
