TaggedPitchType,PitchCall,PlayResult,RelSpeed,SpinRate,SpinAxis,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide
ChangeUp,BallCalled,Undefined,83.1827668165,1689.30073777,246.29009064,11.3230586034,25.8681666793,2.854063205,1.80875405789
Fastball,BallCalled,Undefined,92.7067443832,2138.24714924,224.917593501,14.1219122712,14.1107294211,1.37384269759,-0.550653371929
Fastball,FoulBall,Undefined,91.3978947959,2065.13394348,217.03791668,11.3247360559,8.56795540096,2.00900179855,0.0414207789758
Fastball,BallCalled,Undefined,91.6902780968,2013.91849483,215.86860077,12.6467034386,9.1657379156,0.753002992128,-1.57003678629
ChangeUp,StrikeCalled,Undefined,83.4258023052,1577.79339813,227.180246408,10.8819319262,11.7826446837,1.69202474055,-0.433746918125
Fastball,BallCalled,Undefined,91.6871605561,2107.7907683,218.844055703,13.0337871095,10.5201496773,0.373689158382,-2.07206085461
Curveball,InPlay,Single,79.413756437200007,2276.39116509,59.7160400935,-4.53066379896,-7.69059505793,2.61056925971,-0.13682387582
ChangeUp,StrikeCalled,Undefined,85.2547260192,1621.68983889,237.507712778,8.24998307501,13.0088666658,1.71685235323,-0.240298323845
Curveball,BallCalled,Undefined,79.4683541097,2270.61211487,67.4730524143,-3.33008156232,-7.93042706358,1.31295696169,0.510447626966
Fastball,StrikeSwinging,Undefined,91.5350258893,2093.79410662,222.603094163,13.8533283057,12.7677377271,2.67067451883,0.0796633032567
Fastball,BallCalled,Undefined,92.3898021304,1969.0021993,225.935187664,12.774807553,13.2293167118,1.6739169142,-0.929338465023
Curveball,FoulBall,Undefined,78.4360740323,2115.79504246,38.9907734787,-5.64016681781,-4.53224184436,1.35743313035,-0.439210879506
ChangeUp,InPlay,Out,84.5804412167,1689.58739471,225.194342412,13.022879423,13.1469040758,1.76231431398,-0.48417853243
Fastball,StrikeSwinging,Undefined,90.5562029331,2176.64581713,207.297349111,14.964115896,7.73842812772,2.59432741751,0.367854524405
Curveball,BallCalled,Undefined,77.591493909,2173.64667893,38.2836214925,-6.31566218192,-4.95140931959,2.67160282229,1.2257341625
ChangeUp,InPlay,Out,83.623828567,1554.16771868,227.79261369,9.83018283114,10.8785217114,1.81184113701,0.209165509069
Curveball,HitByPitch,Undefined,77.0420642162,2259.50912524,27.0899967986,-8.42419414432,-4.28665384226,3.58417924993,2.5190005983
Fastball,BallCalled,Undefined,91.2330193767,2112.47600053,198.107594804,17.0777989824,5.59436776505,4.34160486953,0.58104406717
Curveball,BallCalled,Undefined,76.3367769705,2209.25989504,42.9477282994,-4.44085903371,-4.09315713962,1.07939803401,-0.541217443098
ChangeUp,BallCalled,Undefined,80.3326625379,1447.77734885,225.631322532,11.5326548408,11.830093112,4.02369494133,0.0411049834106
Fastball,StrikeCalled,Undefined,90.2821847076,2184.67435467,198.612286228,19.3395885698,6.52366866143,2.09133591515,-0.863838976584
Fastball,FoulBall,Undefined,90.3847460339,2059.72836507,202.482605469,13.9713871021,5.79488566746,1.96800619872,-1.36775027663
Fastball,InPlay,Single,90.4537380387,2121.64323457,219.93143007,13.7080715868,11.5001925587,1.20587980224,-0.463547794356
Fastball,InPlay,Single,90.7982502409,2188.80863331,212.953972872,15.8925420153,10.3224673493,1.41774952209,0.158496902676
Curveball,BallCalled,Undefined,77.8761226129,2210.22795843,38.6484888583,-4.30146322403,-3.40671603674,0.991233136445,-0.155947472523
Fastball,FoulBall,Undefined,89.7333415885,2149.30570755,209.70614812,15.0433399537,8.60039978541,1.47953637163,-0.434813443697
Fastball,StrikeSwinging,Undefined,90.716676087,2104.51731153,206.468302604,17.3272382608,8.64243021408,3.2897407209,0.506212309379
Fastball,BallCalled,Undefined,89.4173519957,2090.5845633,202.140362379,15.9210720487,6.49078989333,0.939141800873,-0.819697487504
Curveball,FoulBall,Undefined,77.4640819694,2166.38494867,40.5771866334,-7.19062099263,-6.12126501713,2.26821248001,0.442484978352
Fastball,FoulBall,Undefined,90.2685963426,2173.2840302,212.07586852,17.2895928471,10.8550640566,1.57880313943,-0.855620817662
Fastball,StrikeSwinging,Undefined,89.8357557601,2052.83813193,201.676804492,18.9545847883,7.54661389064,3.93516809095,0.0979825356038
Fastball,BallCalled,Undefined,89.1056038035,2126.76006919,214.620806336,18.1354538559,12.5428507955,3.88174091101,0.802075497765
Fastball,StrikeCalled,Undefined,89.6870599998,2089.82659023,207.521134264,20.2774914443,10.5820486456,2.22258709962,-1.16307652101
Fastball,BallCalled,Undefined,90.8755507088,2195.84979878,205.512200277,20.3603416673,9.73154466718,0.392628223211,-1.1671443112
Fastball,FoulBall,Undefined,90.4358622058,2123.75750301,201.111553241,17.675596862,6.8364957472,2.24782866702,-0.246725201247
Curveball,InPlay,Error,78.2575455473,2302.36564909,58.2202113822,-4.78976817828,-7.66481866874,1.7516174386,0.242220437036
Curveball,BallCalled,Undefined,77.793564906,2226.35402653,52.8765624545,-4.3529049873,-5.69529126952,0.454375835887,-0.269137568172
Curveball,StrikeCalled,Undefined,76.8582102101,2244.64501855,56.5978472267,-4.20464584166,-6.31087484511,1.61478887679,0.65723550157
Curveball,StrikeCalled,Undefined,76.4486139101,2183.36222228,45.0518534255,-5.68447937329,-5.65151694526,1.97685488791,0.799269311583
Fastball,BallCalled,Undefined,91.0364178551,2189.42912446,209.218031252,19.6373569448,11.000125532,0.839359805458,-0.763150774583
Fastball,StrikeCalled,Undefined,90.420650448200007,2187.93487505,211.518735412,19.7765672462,12.147184911,1.78509001046,-0.93949908106
Fastball,BallCalled,Undefined,92.1259941358,2202.99456859,213.157535972,16.6192992864,10.8774461729,3.61583814861,1.60440333293
Fastball,BallCalled,Undefined,90.6499072171,2191.39883035,207.479843366,16.0015411666,8.33870271357,0.979667453568,0.601844214375
Fastball,InPlay,Out,90.254329885,2152.02040329,204.357847255,18.8282966618,8.53831667472,1.91902937439,0.143119581883
Fastball,FoulBall,Undefined,91.9576602187,2171.39325452,207.073611928,19.9113965776,10.1928813005,2.24093207933,0.261306022503
Curveball,StrikeCalled,Undefined,80.0042591536,2313.74479112,56.1971035382,-2.94428463623,-4.33783171477,1.48663313322,0.16588889555
Curveball,StrikeSwinging,Undefined,81.7362149516,2434.29905235,36.3730235467,-6.52145109675,-4.77487906039,0.241358934157,-1.41069397406
Fastball,BallCalled,Undefined,91.8936184675,2200.41362313,201.141536379,18.276562678,7.07904698386,1.02181760759,-0.53634687171
Fastball,StrikeCalled,Undefined,91.6700531139,2204.72848801,209.914036103,15.7388841595,9.0726806952,1.13145580601,-0.462134738403
Curveball,StrikeSwinging,Undefined,80.9865616512,2328.65212462,53.3065034631,-2.89234960431,-3.82802029029,0.487952113755,-0.337865220956
Curveball,StrikeSwinging,Undefined,81.3833189705,2378.58410968,64.1457751019,-2.29295273408,-4.65090155748,0.564750286571,-0.772507511746
Fastball,BallCalled,Undefined,90.4630605282,2141.89083926,205.246761942,12.8669210291,6.08174249676,3.79614026149,1.37272017588
Fastball,StrikeCalled,Undefined,91.2738866296,2158.41742448,210.293543548,14.1423937145,8.27948876691,2.10272289938,0.755980165757
Fastball,FoulBall,Undefined,91.1272346779,2143.94382518,209.398555851,15.5782389274,8.79418535876,2.66954307984,-0.712925321512
Curveball,StrikeSwinging,Undefined,79.1193733394,2333.21342587,44.0691589334,-7.27104381136,-6.9989915369,2.17886661682,-0.599195450221
Fastball,BallCalled,Undefined,91.9225136754,2239.84303165,196.274107207,20.8499448335,6.09543279707,3.638073035,-0.285341076545
Fastball,FoulBall,Undefined,90.1575015909,2177.28835375,188.777104984,23.3919041263,3.6164835867,3.43495757105,-0.167543313107
Curveball,StrikeSwinging,Undefined,80.03333391,2381.14266006,29.6892727837,-6.20832555079,-3.51663359375,1.61058762836,-0.658151476101
Curveball,StrikeSwinging,Undefined,81.3474139743,2359.41115297,16.2288739786,-4.77937321987,-1.37979363402,0.23264161832,-0.560227084588
Curveball,FoulBall,Undefined,78.2394279811,2271.50898648,16.0432092399,-7.62844659016,-2.18143076327,1.62663099869,0.455465879579
Curveball,StrikeSwinging,Undefined,77.4581129113,2245.65944846,18.7477837219,-7.02797054986,-2.3706168192,2.05328948319,-0.073009179592
Curveball,BallCalled,Undefined,78.8154431908,2360.23991051,9.81429481738,-7.54648629407,-1.29813572136,2.40775952758,-1.37462147909
Fastball,InPlay,Single,90.7506803308,2209.70394603,207.521483959,15.5617383144,8.12430323545,2.55148857206,-0.502632224287
Curveball,StrikeCalled,Undefined,79.5367002614,2303.86137402,21.5815091355,-5.14986887991,-2.02081449215,1.81331626529,0.107940073523
Curveball,BallCalled,Undefined,78.2948170939,2280.83367763,24.0760429201,-8.3689258083,-3.72012911019,0.510562655151,0.422713540053
Fastball,BallCalled,Undefined,91.0192683772,2202.44423345,205.448197358,19.1404594104,9.12279457242,1.26497345795,-1.14382831263
Curveball,BallCalled,Undefined,78.601313748,2320.32668538,69.9446117501,-1.8135776944,-4.8517473215,1.16261904621,-0.732533365994
Fastball,StrikeCalled,Undefined,91.1891464995,2187.77766439,212.333284703,18.9975013573,12.0448084197,1.78755590193,-0.903494394606
Fastball,InPlay,Single,90.9207241641,2133.16736778,198.690773511,22.2962085591,7.5534198704,1.66773807546,-0.866910257859
Curveball,FoulBall,Undefined,78.6219623244,2283.24379983,53.9247515016,-2.52131608013,-3.40285283856,1.36442942317,-0.206395532262
Curveball,BallCalled,Undefined,79.0745764066,2294.42764525,13.6943570522,-7.44407728556,-1.80382729687,0.706852085291,-0.460098757192
Fastball,BallCalled,Undefined,90.1144856661,2240.2323813,203.49530327,18.7432542132,8.16143713372,1.12854999219,-0.905694772187
Fastball,StrikeCalled,Undefined,90.7098397709,2252.26873674,208.19633461,17.9716425633,9.65123003901,2.44999075869,-1.23332515465
Fastball,InPlay,Out,90.8016550859,2176.09002448,206.921799082,16.935157035,8.61538195381,2.5593335799,-0.805196675498
Curveball,StrikeCalled,Undefined,77.6593051125,2242.39909088,35.1033915715,-8.47759717209,-5.92889934007,1.83735252361,0.62684815868
Curveball,BallCalled,Undefined,78.7321878968,2217.40380992,31.309396622,-6.50213039147,-3.92955247995,0.926408744911,-1.54981970835
Fastball,FoulBall,Undefined,90.7071358374,2126.47824727,204.440220735,14.4954781526,6.60152353849,2.75911340835,0.46440007711
ChangeUp,BallCalled,Undefined,82.5389699207,1570.49754355,228.537536034,11.4787973358,13.0347710968,1.08016143018,-0.74127422175
Fastball,InPlay,Single,91.2342918756,2240.74070121,207.271235452,14.617856172,7.55124171886,3.16321479818,0.693460222327
Fastball,StrikeSwinging,Undefined,94.2580551639,2311.80656655,208.347029379,16.3428495292,8.83246150801,2.92129672497,-0.105266754978
Fastball,StrikeCalled,Undefined,93.7888479279,2281.64759135,204.565982727,16.4714158861,7.54263715879,1.92363401881,0.982679767034
Curveball,BallCalled,Undefined,83.5370300627,2343.8532326,29.8049009974,-4.836933083,-2.74960831063,2.93743502638,0.972393540256
